exporter,importer,tonnes,year,yearly_share,total_source_1,exp_ISO3,imp_ISO3
Japan,RoW America,2150440.3659512177,2012,0.0014202004623907524,1514180865.9399998,JPN,RoW America
Mexico,RoW America,339471.116863023,2012,0.00022419456255133707,1514180865.9399998,MEX,RoW America
Netherlands,RoW America,190948.79645777366,2012,0.0001261069933935753,1514180865.9399998,NLD,RoW America
Poland,RoW America,218824.78829270112,2012,0.00014451694194197548,1514180865.9399998,POL,RoW America
RoW Africa,RoW America,451120.1113600062,2012,0.00029793013602767455,1514180865.9399998,RoW Africa,RoW America
RoW America,RoW America,468350.07816867897,2012,0.00030930920387633375,1514180865.9399998,RoW America,RoW America
RoW Asia and Pacific,RoW America,770145.7094716743,2012,0.0005086220059936959,1514180865.9399998,RoW Asia and Pacific,RoW America
RoW EU27,RoW America,390094.4424915285,2012,0.0002576273754782648,1514180865.9399998,RoW EU27,RoW America
RoW Europe,RoW America,594807.7699692526,2012,0.00039282478292314,1514180865.9399998,RoW Europe,RoW America
RoW Middle East,RoW America,1143230.354952213,2012,0.0007550157188404954,1514180865.9399998,RoW Middle East,RoW America
Russia,RoW America,600615.76959582,2012,0.00039666051995906,1514180865.9399998,RUS,RoW America
Slovakia,RoW America,88373.05642479793,2012,5.836360662894532e-05,1514180865.9399998,SVK,RoW America
South Korea,RoW America,1203190.8383377427,2012,0.0007946150063062676,1514180865.9399998,KOR,RoW America
Spain,RoW America,398426.042285463,2012,0.0002631297563241371,1514180865.9399998,ESP,RoW America
Sweden,RoW America,114925.18437011613,2012,7.58992449021411e-05,1514180865.9399998,SWE,RoW America
Taiwan,RoW America,316106.0167034516,2012,0.0002087637110030536,1514180865.9399998,TWN,RoW America
United Kingdom,RoW America,245809.03959987964,2012,0.00016233796445927349,1514180865.9399998,GBR,RoW America
United States,RoW America,1798935.252279186,2012,0.0011880583705318527,1514180865.9399998,USA,RoW America
Australia,RoW Asia and Pacific,278785.3049154215,2012,0.00018411625135835558,1514180865.9399998,AUS,RoW Asia and Pacific
Austria,RoW Asia and Pacific,195064.4514053486,2012,0.0001288250669342946,1514180865.9399998,AUT,RoW Asia and Pacific
Belgium,RoW Asia and Pacific,413751.27212005056,2012,0.00027325089190266235,1514180865.9399998,BEL,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,618182.7482218575,2012,0.00040826215819210677,1514180865.9399998,BRA,RoW Asia and Pacific
Canada,RoW Asia and Pacific,490356.2159654137,2012,0.00032384256530741575,1514180865.9399998,CAN,RoW Asia and Pacific
China,RoW Asia and Pacific,18318610.55562537,2012,0.012098033311399178,1514180865.9399998,CHN,RoW Asia and Pacific
Czech Republic,RoW Asia and Pacific,202744.49590537013,2012,0.00013389714562236715,1514180865.9399998,CZE,RoW Asia and Pacific
Finland,RoW Asia and Pacific,102546.9898631445,2012,6.772439948875168e-05,1514180865.9399998,FIN,RoW Asia and Pacific
France,RoW Asia and Pacific,616318.1418316498,2012,0.0004070307290860138,1514180865.9399998,FRA,RoW Asia and Pacific
Germany,RoW Asia and Pacific,1468975.2765708729,2012,0.000970145185171744,1514180865.9399998,DEU,RoW Asia and Pacific
Greece,RoW Asia and Pacific,160136.5913244753,2012,0.00010575790179798825,1514180865.9399998,GRC,RoW Asia and Pacific
India,RoW Asia and Pacific,1237196.7253423368,2012,0.0008170732791384787,1514180865.9399998,IND,RoW Asia and Pacific
Indonesia,RoW Asia and Pacific,281633.9847487433,2012,0.00018599758528444065,1514180865.9399998,IDN,RoW Asia and Pacific
Italy,RoW Asia and Pacific,1041408.9794909786,2012,0.0006877705318541814,1514180865.9399998,ITA,RoW Asia and Pacific
Japan,RoW Asia and Pacific,3511397.6116702384,2012,0.0023190080463012398,1514180865.9399998,JPN,RoW Asia and Pacific
Mexico,RoW Asia and Pacific,554313.4715153368,2012,0.0003660814133793854,1514180865.9399998,MEX,RoW Asia and Pacific
Netherlands,RoW Asia and Pacific,311795.2793896255,2012,0.00020591680056402227,1514180865.9399998,NLD,RoW Asia and Pacific
Poland,RoW Asia and Pacific,357313.25289479963,2012,0.00023597792108737316,1514180865.9399998,POL,RoW Asia and Pacific
RoW Africa,RoW Asia and Pacific,736622.187166185,2012,0.0004864822979445667,1514180865.9399998,RoW Africa,RoW Asia and Pacific
RoW America,RoW Asia and Pacific,764756.5449781828,2012,0.000505062877348819,1514180865.9399998,RoW America,RoW Asia and Pacific
RoW Asia and Pacific,RoW Asia and Pacific,1257550.7022234618,2012,0.0008305155153593738,1514180865.9399998,RoW Asia and Pacific,RoW Asia and Pacific
RoW EU27,RoW Asia and Pacific,636974.9693456856,2012,0.0004206729748564436,1514180865.9399998,RoW EU27,RoW Asia and Pacific
RoW Europe,RoW Asia and Pacific,971245.9881499774,2012,0.0006414332726011765,1514180865.9399998,RoW Europe,RoW Asia and Pacific
RoW Middle East,RoW Asia and Pacific,1866750.8271525207,2012,0.0012328453417575359,1514180865.9399998,RoW Middle East,RoW Asia and Pacific
Russia,RoW Asia and Pacific,980729.721917355,2012,0.0006476965493210881,1514180865.9399998,RUS,RoW Asia and Pacific
Slovakia,RoW Asia and Pacific,144302.0414292413,2012,9.530039949333196e-05,1514180865.9399998,SVK,RoW Asia and Pacific
South Korea,RoW Asia and Pacific,1964658.7294963335,2012,0.001297505980751301,1514180865.9399998,KOR,RoW Asia and Pacific
Spain,RoW Asia and Pacific,650579.4300559168,2012,0.00042965767477984784,1514180865.9399998,ESP,RoW Asia and Pacific
Sweden,RoW Asia and Pacific,187658.3145927015,2012,0.0001239338832063524,1514180865.9399998,SWE,RoW Asia and Pacific
Taiwan,RoW Asia and Pacific,516161.2117516554,2012,0.0003408847802545859,1514180865.9399998,TWN,RoW Asia and Pacific
United Kingdom,RoW Asia and Pacific,401375.1316714554,2012,0.0002650774030368444,1514180865.9399998,GBR,RoW Asia and Pacific
United States,RoW Asia and Pacific,2937434.1336171967,2012,0.0019399493149674988,1514180865.9399998,USA,RoW Asia and Pacific
Australia,RoW EU27,141727.00338576938,2012,9.359978492251359e-05,1514180865.9399998,AUS,RoW EU27
Austria,RoW EU27,99165.5577498341,2012,6.549122365792963e-05,1514180865.9399998,AUT,RoW EU27
Belgium,RoW EU27,210340.09135162627,2012,0.00013891345220575592,1514180865.9399998,BEL,RoW EU27
Brazil,RoW EU27,314267.5879245261,2012,0.00020754957019578337,1514180865.9399998,BRA,RoW EU27
Canada,RoW EU27,249283.99451997736,2012,0.00016463290491075018,1514180865.9399998,CAN,RoW EU27
China,RoW EU27,9312692.126953373,2012,0.006150316871935953,1514180865.9399998,CHN,RoW EU27
Czech Republic,RoW EU27,103069.8839924141,2012,6.806973084317016e-05,1514180865.9399998,CZE,RoW EU27
Finland,RoW EU27,52132.14783612237,2012,3.4429273945262056e-05,1514180865.9399998,FIN,RoW EU27
France,RoW EU27,313319.67654473707,2012,0.00020692354763724276,1514180865.9399998,FRA,RoW EU27
Germany,RoW EU27,746787.7818978248,2012,0.0004931958913866084,1514180865.9399998,DEU,RoW EU27
Greece,RoW EU27,81409.16702225458,2012,5.3764493300287455e-05,1514180865.9399998,GRC,RoW EU27
India,RoW EU27,628957.7534897848,2012,0.0004153782204210653,1514180865.9399998,IND,RoW EU27
Indonesia,RoW EU27,143175.19431037345,2012,9.45562036418223e-05,1514180865.9399998,IDN,RoW EU27
Italy,RoW EU27,529424.4993482647,2012,0.0003496441615774871,1514180865.9399998,ITA,RoW EU27
Japan,RoW EU27,1785100.7237359236,2012,0.0011789217285002062,1514180865.9399998,JPN,RoW EU27
Mexico,RoW EU27,281798.156527777,2012,0.00018610600811735752,1514180865.9399998,MEX,RoW EU27
Netherlands,RoW EU27,158508.38777581835,2012,0.00010468259858601287,1514180865.9399998,NLD,RoW EU27
Poland,RoW EU27,181648.51203995245,2012,0.00011996487085919256,1514180865.9399998,POL,RoW EU27
RoW Africa,RoW EU27,374479.0386885083,2012,0.0002473146023120776,1514180865.9399998,RoW Africa,RoW EU27
RoW America,RoW EU27,388781.7928300129,2012,0.0002567604713381833,1514180865.9399998,RoW America,RoW EU27
RoW Asia and Pacific,RoW EU27,639305.1755960817,2012,0.00042221189685896776,1514180865.9399998,RoW Asia and Pacific,RoW EU27
RoW EU27,RoW EU27,323821.0533176907,2012,0.00021385889929117772,1514180865.9399998,RoW EU27,RoW EU27
RoW Europe,RoW EU27,493755.50974492915,2012,0.0003260875373949511,1514180865.9399998,RoW Europe,RoW EU27
RoW Middle East,RoW EU27,949006.2394356986,2012,0.0006267456291270448,1514180865.9399998,RoW Middle East,RoW EU27
Russia,RoW EU27,498576.78360057593,2012,0.0003292716179523644,1514180865.9399998,RUS,RoW EU27
Slovakia,RoW EU27,73359.3055977895,2012,4.8448178977778996e-05,1514180865.9399998,SVK,RoW EU27
South Korea,RoW EU27,998780.0025312711,2012,0.0006596173713443611,1514180865.9399998,KOR,RoW EU27
Spain,RoW EU27,330737.200819719,2012,0.0002184264827665737,1514180865.9399998,ESP,RoW EU27
Sweden,RoW EU27,95400.46874593249,2012,6.300467195952057e-05,1514180865.9399998,SWE,RoW EU27
Taiwan,RoW EU27,262402.5673889046,2012,0.00017329671328662952,1514180865.9399998,TWN,RoW EU27
United Kingdom,RoW EU27,204048.3908908932,2012,0.00013475826797231417,1514180865.9399998,GBR,RoW EU27
United States,RoW EU27,1493313.0232274455,2012,0.000986218394921006,1514180865.9399998,USA,RoW EU27
Australia,RoW Europe,191105.62281769444,2012,0.0001262105651421348,1514180865.9399998,AUS,RoW Europe
Austria,RoW Europe,133715.48438433002,2012,8.830879282133827e-05,1514180865.9399998,AUT,RoW Europe
Belgium,RoW Europe,283623.9618217292,2012,0.0001873118120837276,1514180865.9399998,BEL,RoW Europe
Brazil,RoW Europe,423760.4858701231,2012,0.0002798612077342911,1514180865.9399998,BRA,RoW Europe
Canada,RoW Europe,336136.1769318627,2012,0.0002219920912309179,1514180865.9399998,CAN,RoW Europe
China,RoW Europe,12557295.262054102,2012,0.008293127686736792,1514180865.9399998,CHN,RoW Europe
Czech Republic,RoW Europe,138980.10912480706,2012,9.17856725382199e-05,1514180865.9399998,CZE,RoW Europe
Finland,RoW Europe,70295.33518635837,2012,4.642466218374725e-05,1514180865.9399998,FIN,RoW Europe
France,RoW Europe,422482.3098226524,2012,0.00027901707076477707,1514180865.9399998,FRA,RoW Europe
Germany,RoW Europe,1006973.5483305111,2012,0.000665028578145045,1514180865.9399998,DEU,RoW Europe
Greece,RoW Europe,109772.65537850918,2012,7.249639580563751e-05,1514180865.9399998,GRC,RoW Europe
India,RoW Europe,848090.7701928285,2012,0.000560098723520942,1514180865.9399998,IND,RoW Europe
Indonesia,RoW Europe,193058.3742372573,2012,0.0001275002072605158,1514180865.9399998,IDN,RoW Europe
Italy,RoW Europe,713879.4733420942,2012,0.0004714624847005444,1514180865.9399998,ITA,RoW Europe
Japan,RoW Europe,2407041.541267037,2012,0.0015896658024223225,1514180865.9399998,JPN,RoW Europe
Mexico,RoW Europe,379978.4908277036,2012,0.0002509465674642599,1514180865.9399998,MEX,RoW Europe
Netherlands,RoW Europe,213733.75475106144,2012,0.00014115470586030423,1514180865.9399998,NLD,RoW Europe
Poland,RoW Europe,244936.04484760456,2012,0.00016176141857105614,1514180865.9399998,POL,RoW Europe
RoW Africa,RoW Europe,504949.99494742916,2012,0.00033348063385674697,1514180865.9399998,RoW Africa,RoW Europe
RoW America,RoW Europe,524235.92129978025,2012,0.000346217504851599,1514180865.9399998,RoW America,RoW Europe
RoW Asia and Pacific,RoW Europe,862043.2974100036,2012,0.0005693132946009387,1514180865.9399998,RoW Asia and Pacific,RoW Europe
RoW EU27,RoW Europe,436642.4365320418,2012,0.00028836874534204026,1514180865.9399998,RoW EU27,RoW Europe
RoW Europe,RoW Europe,665783.1713115833,2012,0.000439698576496188,1514180865.9399998,RoW Europe,RoW Europe
RoW Middle East,RoW Europe,1279646.2547102312,2012,0.0008451079283159676,1514180865.9399998,RoW Middle East,RoW Europe
Russia,RoW Europe,672284.2128933158,2012,0.00044399201443875297,1514180865.9399998,RUS,RoW Europe
Slovakia,RoW Europe,98918.16669308557,2012,6.532784089282321e-05,1514180865.9399998,SVK,RoW Europe
South Korea,RoW Europe,1346761.5153311072,2012,0.000889432395841986,1514180865.9399998,KOR,RoW Europe
Spain,RoW Europe,445968.21387501975,2012,0.000294527703992722,1514180865.9399998,ESP,RoW Europe
Sweden,RoW Europe,128638.6231807435,2012,8.495591647889762e-05,1514180865.9399998,SWE,RoW Europe
Taiwan,RoW Europe,353825.34876526124,2012,0.0002336744286790385,1514180865.9399998,TWN,RoW Europe
United Kingdom,RoW Europe,275140.1888745518,2012,0.0001817089325744091,1514180865.9399998,GBR,RoW Europe
United States,RoW Europe,2013593.0939918454,2012,0.0013298233647549176,1514180865.9399998,USA,RoW Europe
Australia,RoW Middle East,375355.61640992534,2012,0.0002478935144758321,1514180865.9399998,AUS,RoW Middle East
Austria,RoW Middle East,262634.13089551014,2012,0.00017344964317222931,1514180865.9399998,AUT,RoW Middle East
Belgium,RoW Middle East,557073.3482229304,2012,0.00036790409967114504,1514180865.9399998,BEL,RoW Middle East
Brazil,RoW Middle East,832319.2047736987,2012,0.0005496828176183543,1514180865.9399998,BRA,RoW Middle East
Canada,RoW Middle East,660213.9875466006,2012,0.00043602055896852285,1514180865.9399998,CAN,RoW Middle East
China,RoW Middle East,24664116.676681377,2012,0.016288752045066923,1514180865.9399998,CHN,RoW Middle East
Czech Republic,RoW Middle East,272974.52001228544,2012,0.00018027867486148923,1514180865.9399998,CZE,RoW Middle East
Finland,RoW Middle East,138068.93148802087,2012,9.118390979158755e-05,1514180865.9399998,FIN,RoW Middle East
France,RoW Middle East,829808.7067068492,2012,0.0005480248267380567,1514180865.9399998,FRA,RoW Middle East
Germany,RoW Middle East,1977823.4555280672,2012,0.001306200269741382,1514180865.9399998,DEU,RoW Middle East
Greece,RoW Middle East,215607.38171478597,2012,0.0001423920923613953,1514180865.9399998,GRC,RoW Middle East
India,RoW Middle East,1665757.5788752472,2012,0.0011001047604977817,1514180865.9399998,IND,RoW Middle East
Indonesia,RoW Middle East,379191.06854623475,2012,0.0002504265356112751,1514180865.9399998,IDN,RoW Middle East
Italy,RoW Middle East,1402149.6049438757,2012,0.0009260119689026876,1514180865.9399998,ITA,RoW Middle East
Japan,RoW Middle East,4727734.137776963,2012,0.0031223047682893534,1514180865.9399998,JPN,RoW Middle East
Mexico,RoW Middle East,746325.824833721,2012,0.0004928908042768086,1514180865.9399998,MEX,RoW Middle East
Netherlands,RoW Middle East,419800.12837170326,2012,0.0002772456962141655,1514180865.9399998,NLD,RoW Middle East
Poland,RoW Middle East,481085.3796984255,2012,0.00031771989101167834,1514180865.9399998,POL,RoW Middle East
RoW Africa,RoW Middle East,991785.6745096163,2012,0.0006549981556489411,1514180865.9399998,RoW Africa,RoW Middle East
RoW America,RoW Middle East,1029665.6817980133,2012,0.0006800149869538863,1514180865.9399998,RoW America,RoW Middle East
RoW Asia and Pacific,RoW Middle East,1693162.1078095715,2012,0.0011182033440625078,1514180865.9399998,RoW Asia and Pacific,RoW Middle East
RoW EU27,RoW Middle East,857620.9894949181,2012,0.000566392700361135,1514180865.9399998,RoW EU27,RoW Middle East
RoW Europe,RoW Middle East,1307682.3899766968,2012,0.0008636236392836009,1514180865.9399998,RoW Europe,RoW Middle East
RoW Middle East,RoW Middle East,2513387.1431644787,2012,0.0016598988929926637,1514180865.9399998,RoW Middle East,RoW Middle East
Russia,RoW Middle East,1320451.2544214672,2012,0.0008720564921428552,1514180865.9399998,RUS,RoW Middle East
Slovakia,RoW Middle East,194287.7913261818,2012,0.00012831214268816453,1514180865.9399998,SVK,RoW Middle East
South Korea,RoW Middle East,2645210.015501838,2012,0.0017469577611256488,1514180865.9399998,KOR,RoW Middle East
Spain,RoW Middle East,875937.9919156105,2012,0.0005784896716230992,1514180865.9399998,ESP,RoW Middle East
Sweden,RoW Middle East,252662.52835027128,2012,0.00016686416664855885,1514180865.9399998,SWE,RoW Middle East
Taiwan,RoW Middle East,694957.7468289827,2012,0.0004589661396873845,1514180865.9399998,TWN,RoW Middle East
United Kingdom,RoW Middle East,540410.1486350615,2012,0.0003568993379794006,1514180865.9399998,GBR,RoW Middle East
United States,RoW Middle East,3954951.602324574,2012,0.002611941341544657,1514180865.9399998,USA,RoW Middle East
Australia,Russia,242343.53068933808,2012,0.0001600492623705767,1514180865.9399998,AUS,RUS
Austria,Russia,169566.35454182755,2012,0.00011198553512070777,1514180865.9399998,AUT,RUS
Belgium,Russia,359667.2569736341,2012,0.0002375325597251908,1514180865.9399998,BEL,RUS
Brazil,Russia,537376.2047015788,2012,0.00035489565136459245,1514180865.9399998,BRA,RUS
Canada,Russia,426258.6795290288,2012,0.000281511072499525,1514180865.9399998,CAN,RUS
China,Russia,15924070.239649871,2012,0.010516623606760641,1514180865.9399998,CHN,RUS
Czech Republic,Russia,176242.49629084897,2012,0.0001163946132560842,1514180865.9399998,CZE,RUS
Finland,Russia,89142.43091179481,2012,5.8871719301812347e-05,1514180865.9399998,FIN,RUS
France,Russia,535755.3332771586,2012,0.00035382519045673116,1514180865.9399998,FRA,RUS
Germany,Russia,1276956.3156990062,2012,0.0008433314304934601,1514180865.9399998,DEU,RUS
Greece,Russia,139204.13443659456,2012,9.193362402593627e-05,1514180865.9399998,GRC,RUS
India,Russia,1075474.9925732894,2012,0.0007102685133361774,1514180865.9399998,IND,RUS
Indonesia,Russia,244819.8476294198,2012,0.00016168467924565684,1514180865.9399998,IDN,RUS
Italy,Russia,905279.8900977087,2012,0.0005978677385648465,1514180865.9399998,ITA,RUS
Japan,Russia,3052400.837885756,2012,0.0020158759805690932,1514180865.9399998,JPN,RUS
Mexico,Russia,481855.6848267579,2012,0.000318228618301568,1514180865.9399998,MEX,RUS
Netherlands,Russia,271038.5666688297,2012,0.00017900012658036702,1514180865.9399998,NLD,RUS
Poland,Russia,310606.59780144674,2012,0.00020513176780147919,1514180865.9399998,POL,RUS
RoW Africa,Russia,640333.6871629697,2012,0.0004228911496417914,1514180865.9399998,RoW Africa,RUS
RoW America,Russia,664790.4296091718,2012,0.000439042946957642,1514180865.9399998,RoW America,RUS
RoW Asia and Pacific,Russia,1093168.3722350122,2012,0.0007219536297312646,1514180865.9399998,RoW Asia and Pacific,RUS
RoW EU27,Russia,553711.9780778397,2012,0.00036568417322728263,1514180865.9399998,RoW EU27,RUS
RoW Europe,Russia,844288.3425290561,2012,0.0005575875125095601,1514180865.9399998,RoW Europe,RUS
RoW Middle East,Russia,1622736.137169451,2012,0.0010716924072092671,1514180865.9399998,RoW Middle East,RUS
Russia,Russia,852532.3955630654,2012,0.0005630320754540874,1514180865.9399998,RUS,RUS
Slovakia,Russia,125439.41728837696,2012,8.28430870512318e-05,1514180865.9399998,SVK,RUS
South Korea,Russia,1707845.8798087374,2012,0.0011279008460779293,1514180865.9399998,KOR,RUS
Spain,Russia,565538.1161445477,2012,0.00037349442782283677,1514180865.9399998,ESP,RUS
Sweden,Russia,163128.31737851328,2012,0.00010773370675057608,1514180865.9399998,SWE,RUS
Taiwan,Russia,448690.54585216095,2012,0.00029632559487773936,1514180865.9399998,TWN,RUS
United Kingdom,Russia,348908.87030098494,2012,0.00023042747280020817,1514180865.9399998,GBR,RUS
United States,Russia,2553463.7232549214,2012,0.0016863663916858024,1514180865.9399998,USA,RUS
Australia,Slovakia,35300.46228188549,2012,2.3313240231688602e-05,1514180865.9399998,AUS,SVK
Austria,Slovakia,24699.526828339534,2012,1.6312137726694974e-05,1514180865.9399998,AUT,SVK
Belgium,Slovakia,52390.174793848935,2012,3.459968090491306e-05,1514180865.9399998,BEL,SVK
Brazil,Slovakia,78275.7774146276,2012,5.1695130466487696e-05,1514180865.9399998,BRA,SVK
Canada,Slovakia,62090.076601166445,2012,4.10057199888212e-05,1514180865.9399998,CAN,SVK
China,Slovakia,2319546.185980697,2012,0.0015318818498876805,1514180865.9399998,CHN,SVK
Czech Republic,Slovakia,25671.993844511537,2012,1.695437739439035e-05,1514180865.9399998,CZE,SVK
Finland,Slovakia,12984.746644871368,2012,8.575426448022421e-06,1514180865.9399998,FIN,SVK
France,Slovakia,78039.67370779198,2012,5.153920212784167e-05,1514180865.9399998,FRA,SVK
Germany,Slovakia,186005.1565613748,2012,0.0001228420994779268,1514180865.9399998,DEU,SVK
Greece,Slovakia,20276.87989391049,2012,1.3391319590690146e-05,1514180865.9399998,GRC,SVK
India,Slovakia,156656.80371687075,2012,0.0001034597697281154,1514180865.9399998,IND,SVK
Indonesia,Slovakia,35661.16556867851,2012,2.355145700942413e-05,1514180865.9399998,IDN,SVK
Italy,Slovakia,131865.68848623428,2012,8.708714490614858e-05,1514180865.9399998,ITA,SVK
Japan,Slovakia,444621.5426252508,2012,0.00029363833121034115,1514180865.9399998,JPN,SVK
Mexico,Slovakia,70188.49756103425,2012,4.635410414954715e-05,1514180865.9399998,MEX,SVK
Netherlands,Slovakia,39480.26500723409,2012,2.6073678445754786e-05,1514180865.9399998,NLD,SVK
Poland,Slovakia,45243.85309978023,2012,2.9880085079329644e-05,1514180865.9399998,POL,SVK
RoW Africa,Slovakia,93272.85646685303,2012,6.159954769270543e-05,1514180865.9399998,RoW Africa,SVK
RoW America,Slovakia,96835.29831993295,2012,6.395226653443268e-05,1514180865.9399998,RoW America,SVK
RoW Asia and Pacific,Slovakia,159234.06865210997,2012,0.00010516185498966654,1514180865.9399998,RoW Asia and Pacific,SVK
RoW EU27,Slovakia,80655.28771349504,2012,5.3266614000847535e-05,1514180865.9399998,RoW EU27,SVK
RoW Europe,Slovakia,122981.48716211102,2012,8.121981325247061e-05,1514180865.9399998,RoW Europe,SVK
RoW Middle East,Slovakia,236372.44281614907,2012,0.00015610581809155912,1514180865.9399998,RoW Middle East,SVK
Russia,Slovakia,124182.34020947148,2012,8.201288432764562e-05,1514180865.9399998,RUS,SVK
Slovakia,Slovakia,18271.86631591694,2012,1.2067162336365814e-05,1514180865.9399998,SVK,SVK
South Korea,Slovakia,248769.77529744297,2012,0.00016429330266500713,1514180865.9399998,KOR,SVK
Spain,Slovakia,82377.91812052239,2012,5.440427889001383e-05,1514180865.9399998,ESP,SVK
Sweden,Slovakia,23761.74614423207,2012,1.569280571345804e-05,1514180865.9399998,SWE,SVK
Taiwan,Slovakia,65357.5649778118,2012,4.316364474546307e-05,1514180865.9399998,TWN,SVK
United Kingdom,Slovakia,50823.074496310655,2012,3.3564731690596166e-05,1514180865.9399998,GBR,SVK
United States,Slovakia,371944.9222740493,2012,0.0002456410133297694,1514180865.9399998,USA,SVK
Australia,South Korea,413262.080502005,2012,0.00027292781846470694,1514180865.9399998,AUS,KOR
Austria,South Korea,289157.06329264375,2012,0.0001909660000314003,1514180865.9399998,AUT,KOR
Belgium,South Korea,613331.1487535471,2012,0.00040505804989999833,1514180865.9399998,BEL,KOR
Brazil,South Korea,916373.5735486897,2012,0.0006051942632228464,1514180865.9399998,BRA,KOR
Canada,South Korea,726887.7652127558,2012,0.0004800534609592399,1514180865.9399998,CAN,KOR
China,South Korea,27154899.891234655,2012,0.01793372278177413,1514180865.9399998,CHN,KOR
Czech Republic,South Korea,300541.70510975446,2012,0.00019848468031140976,1514180865.9399998,CZE,KOR
Finland,South Korea,152012.2520034117,2012,0.00010039240055318152,1514180865.9399998,FIN,KOR
France,South Korea,913609.5421922765,2012,0.0006033688331050927,1514180865.9399998,FRA,KOR
Germany,South Korea,2177560.1651689224,2012,0.001438111003877399,1514180865.9399998,DEU,KOR
Greece,South Korea,237381.17160721796,2012,0.00015677200587252982,1514180865.9399998,GRC,KOR
India,South Korea,1833979.3361679958,2012,0.0012112022925540443,1514180865.9399998,IND,KOR
Indonesia,South Korea,417484.8722096192,2012,0.00027571664759509795,1514180865.9399998,IDN,KOR
Italy,South Korea,1543750.080992635,2012,0.0010195281922508502,1514180865.9399998,ITA,KOR
Japan,South Korea,5205179.200884836,2012,0.0034376205101848733,1514180865.9399998,JPN,KOR
Mexico,South Korea,821695.8807485942,2012,0.0005426669291838445,1514180865.9399998,MEX,KOR
Netherlands,South Korea,462194.9626188179,2012,0.0003052442234712089,1514180865.9399998,NLD,KOR
Poland,South Korea,529669.2979041497,2012,0.0003498058321951733,1514180865.9399998,POL,KOR
RoW Africa,South Korea,1091944.2664491388,2012,0.0007211452020107667,1514180865.9399998,RoW Africa,KOR
RoW America,South Korea,1133649.701537173,2012,0.0007486884341477966,1514180865.9399998,RoW America,KOR
RoW Asia and Pacific,South Korea,1864151.3930111805,2012,0.0012311286154404809,1514180865.9399998,RoW Asia and Pacific,KOR
RoW EU27,South Korea,944230.5404157427,2012,0.0006235916472432549,1514180865.9399998,RoW EU27,KOR
RoW Europe,South Korea,1439742.7952200861,2012,0.0009508393796313741,1514180865.9399998,RoW Europe,KOR
RoW Middle East,South Korea,2767209.430099706,2012,0.0018275289909847256,1514180865.9399998,RoW Middle East,KOR
Russia,South Korea,1453801.1629468685,2012,0.0009601238502273321,1514180865.9399998,RUS,KOR
Slovakia,South Korea,213908.555783635,2012,0.00014127014849764404,1514180865.9399998,SVK,KOR
South Korea,South Korea,2912344.8475500797,2012,0.0019233797712415966,1514180865.9399998,KOR,KOR
Spain,South Korea,964397.3387345307,2012,0.0006369102664204089,1514180865.9399998,ESP,KOR
Sweden,South Korea,278178.44699536863,2012,0.0001837154683781294,1514180865.9399998,SWE,KOR
Taiwan,South Korea,765140.2351059645,2012,0.000505316275167014,1514180865.9399998,TWN,KOR
United Kingdom,South Korea,594985.1635026897,2012,0.0003929419377079001,1514180865.9399998,GBR,KOR
United States,South Korea,4354354.804717515,2012,0.002875716436962332,1514180865.9399998,USA,KOR
Australia,Spain,160021.8432477988,2012,0.00010568211951909564,1514180865.9399998,AUS,ESP
Austria,Spain,111966.34983985264,2012,7.394516227118232e-05,1514180865.9399998,AUT,ESP
Belgium,Spain,237491.8647466466,2012,0.00015684511017725232,1514180865.9399998,BEL,ESP
Brazil,Spain,354834.8553065891,2012,0.00023434113010423527,1514180865.9399998,BRA,ESP
Canada,Spain,281462.846454569,2012,0.00018588456160409714,1514180865.9399998,CAN,ESP
China,Spain,10514821.901219796,2012,0.006944231127033969,1514180865.9399998,CHN,ESP
Czech Republic,Spain,116374.67154515194,2012,7.685651969515995e-05,1514180865.9399998,CZE,ESP
Finland,Spain,58861.635275986606,2012,3.887358280640103e-05,1514180865.9399998,FIN,ESP
France,Spain,353764.57788604806,2012,0.00023363429418745947,1514180865.9399998,FRA,ESP
Germany,Spain,843186.9550981544,2012,0.0005568601308237414,1514180865.9399998,DEU,ESP
Greece,Spain,91917.87591944495,2012,6.070468725833658e-05,1514180865.9399998,GRC,ESP
India,Spain,710146.8304836138,2012,0.0004689973611856179,1514180865.9399998,IND,ESP
Indonesia,Spain,161656.9800744058,2012,0.00010676200162788976,1514180865.9399998,IDN,ESP
Italy,Spain,597765.3082490845,2012,0.00039477800948038873,1514180865.9399998,ITA,ESP
Japan,Spain,2015530.6227781337,2012,0.0013311029534948569,1514180865.9399998,JPN,ESP
Mexico,Spain,318174.10117424466,2012,0.00021012952173102712,1514180865.9399998,MEX,ESP
Netherlands,Spain,178969.46153235366,2012,0.00011819556405584999,1514180865.9399998,NLD,ESP
Poland,Spain,205096.62540665737,2012,0.00013545054624589637,1514180865.9399998,POL,ESP
RoW Africa,Spain,422818.7034282726,2012,0.00027923923286785675,1514180865.9399998,RoW Africa,ESP
RoW America,Spain,438967.73032567394,2012,0.0002899044230447093,1514180865.9399998,RoW America,ESP
RoW Asia and Pacific,Spain,721829.9489193578,2012,0.00047671316231515554,1514180865.9399998,RoW Asia and Pacific,ESP
RoW EU27,Spain,365621.52682840166,2012,0.00024146489699658483,1514180865.9399998,RoW EU27,ESP
