exporter,importer,year,tonnes,exp_ISO3,imp_ISO3
Brazil,RoW Africa,2012,2976748.985577868,BRA,RoW Africa
Brazil,RoW Africa,2013,2189679.923750398,BRA,RoW Africa
Brazil,RoW Africa,2014,2273366.871099532,BRA,RoW Africa
Brazil,RoW Africa,2015,2280558.641036855,BRA,RoW Africa
Brazil,RoW Africa,2016,2264191.9403773816,BRA,RoW Africa
Brazil,RoW America,2008,3923218.5580239953,BRA,RoW America
Brazil,RoW America,2009,3830953.066553471,BRA,RoW America
Brazil,RoW America,2010,4158957.276156195,BRA,RoW America
Brazil,RoW America,2011,5983158.399989017,BRA,RoW America
Brazil,RoW America,2012,5155232.991423979,BRA,RoW America
Brazil,RoW America,2013,3386627.6549067744,BRA,RoW America
Brazil,RoW America,2014,3724267.8424975458,BRA,RoW America
Brazil,RoW America,2015,3751643.206949802,BRA,RoW America
Brazil,RoW America,2016,3736942.7205583546,BRA,RoW America
Brazil,RoW Asia and Pacific,2008,4014545.091666093,BRA,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,2009,4088599.7214051876,BRA,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,2010,4366090.154318199,BRA,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,2011,5333802.215581303,BRA,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,2012,4729710.965808837,BRA,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,2013,3427579.2274275282,BRA,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,2014,3608251.555672397,BRA,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,2015,3598302.0603545457,BRA,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,2016,3591043.471734348,BRA,RoW Asia and Pacific
Brazil,RoW EU27,2008,1228237.1706850508,BRA,RoW EU27
Brazil,RoW EU27,2009,1189349.180421031,BRA,RoW EU27
Brazil,RoW EU27,2010,1262960.6391523406,BRA,RoW EU27
Brazil,RoW EU27,2011,1571344.9138537948,BRA,RoW EU27
Brazil,RoW EU27,2012,1391944.7781044645,BRA,RoW EU27
Brazil,RoW EU27,2013,1009446.0415412817,BRA,RoW EU27
Brazil,RoW EU27,2014,1065711.2023431768,BRA,RoW EU27
Brazil,RoW EU27,2015,1068117.9817586476,BRA,RoW EU27
Brazil,RoW EU27,2016,1064391.1542545517,BRA,RoW EU27
Brazil,RoW Europe,2008,6852288.559263436,BRA,RoW Europe
Brazil,RoW Europe,2009,6449596.247640319,BRA,RoW Europe
Brazil,RoW Europe,2010,6746105.8084196905,BRA,RoW Europe
Brazil,RoW Europe,2011,7923331.19586084,BRA,RoW Europe
Brazil,RoW Europe,2012,7130015.360466462,BRA,RoW Europe
Brazil,RoW Europe,2013,5234599.5649204515,BRA,RoW Europe
Brazil,RoW Europe,2014,5430335.781379043,BRA,RoW Europe
Brazil,RoW Europe,2015,5457645.550588353,BRA,RoW Europe
Brazil,RoW Europe,2016,5414717.1339146765,BRA,RoW Europe
Brazil,RoW Middle East,2008,4631177.149790209,BRA,RoW Middle East
Brazil,RoW Middle East,2009,4760099.935713391,BRA,RoW Middle East
Brazil,RoW Middle East,2010,5119076.554542423,BRA,RoW Middle East
Brazil,RoW Middle East,2011,7459999.961672996,BRA,RoW Middle East
Brazil,RoW Middle East,2012,6459958.311040376,BRA,RoW Middle East
Brazil,RoW Middle East,2013,4420500.177730084,BRA,RoW Middle East
Brazil,RoW Middle East,2014,4816842.306123512,BRA,RoW Middle East
Brazil,RoW Middle East,2015,4853753.229014089,BRA,RoW Middle East
Brazil,RoW Middle East,2016,4828935.523679631,BRA,RoW Middle East
Brazil,Russia,2008,11620360.645248445,BRA,RUS
Brazil,Russia,2009,10645724.31622034,BRA,RUS
Brazil,Russia,2010,11522549.042473864,BRA,RUS
Brazil,Russia,2011,13414437.729021797,BRA,RUS
Brazil,Russia,2012,12269485.391632466,BRA,RUS
Brazil,Russia,2013,9152132.582835913,BRA,RUS
Brazil,Russia,2014,9458833.806846026,BRA,RUS
Brazil,Russia,2015,9624555.310516266,BRA,RUS
Brazil,Russia,2016,9556776.51816866,BRA,RUS
Brazil,Slovakia,2008,782421.6891463102,BRA,SVK
Brazil,Slovakia,2009,705596.821538501,BRA,SVK
Brazil,Slovakia,2010,768786.3317144779,BRA,SVK
Brazil,Slovakia,2011,880281.4265854993,BRA,SVK
Brazil,Slovakia,2012,791776.4741668456,BRA,SVK
Brazil,Slovakia,2013,590832.0821833279,BRA,SVK
Brazil,Slovakia,2014,622110.2211474755,BRA,SVK
Brazil,Slovakia,2015,625829.2470738824,BRA,SVK
Brazil,Slovakia,2016,630167.417839538,BRA,SVK
Brazil,South Korea,2008,7683142.399832124,BRA,KOR
Brazil,South Korea,2009,6491807.348973709,BRA,KOR
Brazil,South Korea,2010,7469901.748838202,BRA,KOR
Brazil,South Korea,2011,10280154.642585805,BRA,KOR
Brazil,South Korea,2012,9269112.5059033,BRA,KOR
Brazil,South Korea,2013,6988975.226727296,BRA,KOR
Brazil,South Korea,2014,8004116.499745894,BRA,KOR
Brazil,South Korea,2015,8014447.482107064,BRA,KOR
Brazil,South Korea,2016,7962846.634100783,BRA,KOR
Brazil,Spain,2008,1051025.3620121863,BRA,ESP
Brazil,Spain,2009,798451.8575100749,BRA,ESP
Brazil,Spain,2010,889451.3213598934,BRA,ESP
Brazil,Spain,2011,1089757.6696413462,BRA,ESP
Brazil,Spain,2012,869842.9611044809,BRA,ESP
Brazil,Spain,2013,734628.8284853776,BRA,ESP
Brazil,Spain,2014,774539.0128607193,BRA,ESP
Brazil,Spain,2015,815064.1031767527,BRA,ESP
Brazil,Spain,2016,810293.2458511727,BRA,ESP
Brazil,Sweden,2008,950389.1587378464,BRA,SWE
Brazil,Sweden,2009,537086.595588182,BRA,SWE
Brazil,Sweden,2010,742266.3140568573,BRA,SWE
Brazil,Sweden,2011,940497.8819714026,BRA,SWE
Brazil,Sweden,2012,777675.8301341543,BRA,SWE
Brazil,Sweden,2013,600906.1582564571,BRA,SWE
Brazil,Sweden,2014,615494.885635416,BRA,SWE
Brazil,Sweden,2015,612306.6607692239,BRA,SWE
Brazil,Sweden,2016,607978.3810718684,BRA,SWE
Brazil,Taiwan,2008,2401676.933645389,BRA,TWN
Brazil,Taiwan,2009,1927821.0614976815,BRA,TWN
Brazil,Taiwan,2010,2114873.1308026975,BRA,TWN
Brazil,Taiwan,2011,3175100.283784079,BRA,TWN
Brazil,Taiwan,2012,2901048.0377727444,BRA,TWN
Brazil,Taiwan,2013,2241561.0083831716,BRA,TWN
Brazil,Taiwan,2014,2533260.8428851822,BRA,TWN
Brazil,Taiwan,2015,2533143.841117453,BRA,TWN
Brazil,Taiwan,2016,2515620.089144341,BRA,TWN
Brazil,United Kingdom,2008,2482497.616926165,BRA,GBR
Brazil,United Kingdom,2009,1790760.4245263392,BRA,GBR
Brazil,United Kingdom,2010,1856910.3979832104,BRA,GBR
Brazil,United Kingdom,2011,1790580.0872962133,BRA,GBR
Brazil,United Kingdom,2012,1600514.9321476254,BRA,GBR
Brazil,United Kingdom,2013,1493282.4718994969,BRA,GBR
Brazil,United Kingdom,2014,1622582.5558080277,BRA,GBR
Brazil,United Kingdom,2015,1599787.5403608314,BRA,GBR
Brazil,United Kingdom,2016,1277593.1694723952,BRA,GBR
Brazil,United States,2008,7624372.991407624,BRA,USA
Brazil,United States,2009,4830203.4572265,BRA,USA
Brazil,United States,2010,5908200.69631664,BRA,USA
Brazil,United States,2011,7838434.565612343,BRA,USA
Brazil,United States,2012,7436520.42914399,BRA,USA
Brazil,United States,2013,5571934.304167685,BRA,USA
Brazil,United States,2014,5738633.677154491,BRA,USA
Brazil,United States,2015,5233760.755785471,BRA,USA
Brazil,United States,2016,4839003.699599585,BRA,USA
Canada,Australia,2008,130222.9714318281,CAN,AUS
Canada,Australia,2009,92010.25612324863,CAN,AUS
Canada,Australia,2010,110516.66223272971,CAN,AUS
Canada,Australia,2011,94396.23820653699,CAN,AUS
Canada,Australia,2012,74976.06174949,CAN,AUS
Canada,Australia,2013,68911.80379414352,CAN,AUS
Canada,Australia,2014,62928.0414121807,CAN,AUS
Canada,Australia,2015,61481.52657333715,CAN,AUS
Canada,Australia,2016,62086.954962775904,CAN,AUS
Canada,Austria,2008,106622.25141342725,CAN,AUT
Canada,Austria,2009,81805.79594297164,CAN,AUT
Canada,Austria,2010,91519.7585678706,CAN,AUT
Canada,Austria,2011,87194.07236437258,CAN,AUT
Canada,Austria,2012,91966.89179844945,CAN,AUT
Canada,Austria,2013,91401.62093303949,CAN,AUT
Canada,Austria,2014,88904.14661594931,CAN,AUT
Canada,Austria,2015,86584.03037664373,CAN,AUT
Canada,Austria,2016,86708.01548826537,CAN,AUT
Canada,Belgium,2008,175944.78516283105,CAN,BEL
Canada,Belgium,2009,110433.07568977609,CAN,BEL
Canada,Belgium,2010,125775.01818849707,CAN,BEL
Canada,Belgium,2011,127155.47700035598,CAN,BEL
Canada,Belgium,2012,124741.98836687568,CAN,BEL
Canada,Belgium,2013,119100.31212029929,CAN,BEL
Canada,Belgium,2014,117230.63535771501,CAN,BEL
Canada,Belgium,2015,112064.6859497549,CAN,BEL
Canada,Belgium,2016,118488.24756993922,CAN,BEL
Canada,Brazil,2008,624294.5538208827,CAN,BRA
Canada,Brazil,2009,476085.2401783241,CAN,BRA
Canada,Brazil,2010,547583.1851665217,CAN,BRA
Canada,Brazil,2011,513102.20141259365,CAN,BRA
Canada,Brazil,2012,482898.4004698602,CAN,BRA
Canada,Brazil,2013,451866.0225131954,CAN,BRA
Canada,Brazil,2014,445487.06754675,CAN,BRA
Canada,Brazil,2015,428090.785597051,CAN,BRA
Canada,Brazil,2016,418320.895684742,CAN,BRA
Canada,Canada,2008,200543.11231124727,CAN,CAN
Canada,Canada,2009,143322.32757788998,CAN,CAN
Canada,Canada,2010,177208.2287402604,CAN,CAN
Canada,Canada,2011,163099.7033850642,CAN,CAN
Canada,Canada,2012,172064.42575074805,CAN,CAN
Canada,Canada,2013,157003.5403679139,CAN,CAN
Canada,Canada,2014,151788.56767636197,CAN,CAN
Canada,Canada,2015,145686.64448467412,CAN,CAN
Canada,Canada,2016,147570.3747326803,CAN,CAN
Canada,China,2008,9298696.62645953,CAN,CHN
Canada,China,2009,9756795.113465443,CAN,CHN
Canada,China,2010,10764298.752314035,CAN,CHN
Canada,China,2011,9881035.599452944,CAN,CHN
Canada,China,2012,10582845.146633316,CAN,CHN
Canada,China,2013,11373974.346975818,CAN,CHN
Canada,China,2014,11167635.433707923,CAN,CHN
Canada,China,2015,10708264.832587486,CAN,CHN
Canada,China,2016,10571409.07877132,CAN,CHN
Canada,Czech Republic,2008,89648.80576988001,CAN,CZE
Canada,Czech Republic,2009,72316.02587732769,CAN,CZE
Canada,Czech Republic,2010,77169.71697129984,CAN,CZE
Canada,Czech Republic,2011,68757.8187070856,CAN,CZE
Canada,Czech Republic,2012,71485.39872897897,CAN,CZE
Canada,Czech Republic,2013,69767.24981595384,CAN,CZE
Canada,Czech Republic,2014,66830.05124398522,CAN,CZE
Canada,Czech Republic,2015,65679.21980918424,CAN,CZE
Canada,Czech Republic,2016,65033.521521447066,CAN,CZE
Canada,Finland,2008,64231.325895145725,CAN,FIN
Canada,Finland,2009,44967.062283281884,CAN,FIN
Canada,Finland,2010,53238.86088367538,CAN,FIN
Canada,Finland,2011,48879.02703877178,CAN,FIN
Canada,Finland,2012,46980.4832970776,CAN,FIN
Canada,Finland,2013,44762.027843819014,CAN,FIN
Canada,Finland,2014,44201.97747694042,CAN,FIN
Canada,Finland,2015,44251.447205097706,CAN,FIN
Canada,Finland,2016,45571.77309730112,CAN,FIN
Canada,France,2008,248796.16713481763,CAN,FRA
Canada,France,2009,181178.84101965575,CAN,FRA
Canada,France,2010,204426.0527042573,CAN,FRA
Canada,France,2011,195295.81195348766,CAN,FRA
Canada,France,2012,201300.64635569937,CAN,FRA
Canada,France,2013,188515.7986192197,CAN,FRA
Canada,France,2014,190886.3739490171,CAN,FRA
Canada,France,2015,182243.2773380627,CAN,FRA
Canada,France,2016,180531.56976277256,CAN,FRA
Canada,Germany,2008,672116.0531350535,CAN,DEU
Canada,Germany,2009,464292.6062438983,CAN,DEU
Canada,Germany,2010,564797.642186876,CAN,DEU
Canada,Germany,2011,537810.383611548,CAN,DEU
Canada,Germany,2012,554270.7271301906,CAN,DEU
Canada,Germany,2013,527658.268574521,CAN,DEU
Canada,Germany,2014,519168.8670313439,CAN,DEU
Canada,Germany,2015,499513.05962465086,CAN,DEU
Canada,Germany,2016,506612.4422200044,CAN,DEU
Canada,Greece,2008,20321.12622929456,CAN,GRC
Canada,Greece,2009,16211.183627525665,CAN,GRC
Canada,Greece,2010,18847.02144225334,CAN,GRC
Canada,Greece,2011,21020.913536098567,CAN,GRC
Canada,Greece,2012,16726.650086035195,CAN,GRC
Canada,Greece,2013,15081.764483777763,CAN,GRC
Canada,Greece,2014,14481.18392449639,CAN,GRC
Canada,Greece,2015,13548.143851849863,CAN,GRC
Canada,Greece,2016,15103.902956744938,CAN,GRC
Canada,India,2008,1228825.8899823702,CAN,IND
Canada,India,2009,1213623.8869643547,CAN,IND
Canada,India,2010,1310380.2112723473,CAN,IND
Canada,India,2011,1205308.144399897,CAN,IND
Canada,India,2012,1264902.6845482867,CAN,IND
Canada,India,2013,1296467.331080303,CAN,IND
Canada,India,2014,1243703.614591364,CAN,IND
Canada,India,2015,1249682.6492004222,CAN,IND
Canada,India,2016,1314576.1406754402,CAN,IND
Canada,Indonesia,2008,70065.00566358243,CAN,IDN
Canada,Indonesia,2009,56868.672078325,CAN,IDN
Canada,Indonesia,2010,64592.47915863253,CAN,IDN
Canada,Indonesia,2011,69250.57446243097,CAN,IDN
Canada,Indonesia,2012,61609.68074459478,CAN,IDN
Canada,Indonesia,2013,59719.09804744307,CAN,IDN
Canada,Indonesia,2014,56250.609777826074,CAN,IDN
Canada,Indonesia,2015,53850.929147649964,CAN,IDN
Canada,Indonesia,2016,54805.54248703145,CAN,IDN
Canada,Italy,2008,342051.28605836025,CAN,ITA
Canada,Italy,2009,210770.755444007,CAN,ITA
Canada,Italy,2010,259909.3288197103,CAN,ITA
Canada,Italy,2011,292360.5909157017,CAN,ITA
Canada,Italy,2012,295541.6243075391,CAN,ITA
Canada,Italy,2013,255462.79046766623,CAN,ITA
Canada,Italy,2014,240861.8760877149,CAN,ITA
Canada,Italy,2015,214074.1725573996,CAN,ITA
Canada,Italy,2016,225916.98396675976,CAN,ITA
Canada,Japan,2008,1839743.339197812,CAN,JPN
Canada,Japan,2009,1344844.8061015212,CAN,JPN
Canada,Japan,2010,1546522.8929828135,CAN,JPN
Canada,Japan,2011,1404219.968381421,CAN,JPN
Canada,Japan,2012,1494731.806302261,CAN,JPN
Canada,Japan,2013,1481656.2034298284,CAN,JPN
Canada,Japan,2014,1457502.3933414007,CAN,JPN
Canada,Japan,2015,1377799.9285221975,CAN,JPN
Canada,Japan,2016,1372397.4664282277,CAN,JPN
Canada,Mexico,2008,262101.21216498397,CAN,MEX
Canada,Mexico,2009,227770.71984491203,CAN,MEX
Canada,Mexico,2010,265550.72007135814,CAN,MEX
Canada,Mexico,2011,264400.99993480626,CAN,MEX
Canada,Mexico,2012,288125.60732223466,CAN,MEX
Canada,Mexico,2013,306931.5631352612,CAN,MEX
Canada,Mexico,2014,289295.57058806653,CAN,MEX
Canada,Mexico,2015,280076.7309919164,CAN,MEX
Canada,Mexico,2016,284190.09026927466,CAN,MEX
Canada,Netherlands,2008,131475.8856912367,CAN,NLD
Canada,Netherlands,2009,87618.86406552354,CAN,NLD
Canada,Netherlands,2010,100200.01195090942,CAN,NLD
Canada,Netherlands,2011,92186.70679824329,CAN,NLD
Canada,Netherlands,2012,96677.53619867995,CAN,NLD
Canada,Netherlands,2013,91827.64823156754,CAN,NLD
Canada,Netherlands,2014,90078.90404432743,CAN,NLD
Canada,Netherlands,2015,87724.10054349857,CAN,NLD
Canada,Netherlands,2016,87785.72335097038,CAN,NLD
Canada,Poland,2008,122963.90172808654,CAN,POL
Canada,Poland,2009,84026.55952759982,CAN,POL
Canada,Poland,2010,94552.68923967556,CAN,POL
Canada,Poland,2011,92845.92639522236,CAN,POL
Canada,Poland,2012,94188.98503264546,CAN,POL
Canada,Poland,2013,89021.39695515978,CAN,POL
Canada,Poland,2014,91999.57685604357,CAN,POL
Canada,Poland,2015,91160.31386838574,CAN,POL
Canada,Poland,2016,93370.81168424088,CAN,POL
Canada,RoW Africa,2008,268285.422252265,CAN,RoW Africa
Canada,RoW Africa,2009,239552.73664180737,CAN,RoW Africa
Canada,RoW Africa,2010,256911.108781477,CAN,RoW Africa
Canada,RoW Africa,2011,224203.7835316688,CAN,RoW Africa
Canada,RoW Africa,2012,235130.9230141836,CAN,RoW Africa
Canada,RoW Africa,2013,228812.55399019906,CAN,RoW Africa
Canada,RoW Africa,2014,220761.78716740126,CAN,RoW Africa
Canada,RoW Africa,2015,214683.8624805774,CAN,RoW Africa
Canada,RoW Africa,2016,215894.93345335737,CAN,RoW Africa
Canada,RoW America,2008,315166.5138748354,CAN,RoW America
Canada,RoW America,2009,307598.9932475888,CAN,RoW America
Canada,RoW America,2010,337762.4944484051,CAN,RoW America
Canada,RoW America,2011,338786.437589055,CAN,RoW America
Canada,RoW America,2012,350693.88672184455,CAN,RoW America
Canada,RoW America,2013,313726.4801180762,CAN,RoW America
Canada,RoW America,2014,316236.2844558764,CAN,RoW America
Canada,RoW America,2015,309481.16566311725,CAN,RoW America
Canada,RoW America,2016,308600.7138661101,CAN,RoW America
Canada,RoW Asia and Pacific,2008,517739.93839597027,CAN,RoW Asia and Pacific
Canada,RoW Asia and Pacific,2009,440432.30074860994,CAN,RoW Asia and Pacific
Canada,RoW Asia and Pacific,2010,491076.6278105217,CAN,RoW Asia and Pacific
Canada,RoW Asia and Pacific,2011,481683.81612176757,CAN,RoW Asia and Pacific
Canada,RoW Asia and Pacific,2012,493596.4728561358,CAN,RoW Asia and Pacific
Canada,RoW Asia and Pacific,2013,473975.39149179286,CAN,RoW Asia and Pacific
Canada,RoW Asia and Pacific,2014,465960.0874348568,CAN,RoW Asia and Pacific
Canada,RoW Asia and Pacific,2015,449598.6874049644,CAN,RoW Asia and Pacific
Canada,RoW Asia and Pacific,2016,465863.0327015313,CAN,RoW Asia and Pacific
Canada,RoW EU27,2008,131561.57188127673,CAN,RoW EU27
Canada,RoW EU27,2009,121750.38536864008,CAN,RoW EU27
Canada,RoW EU27,2010,132580.50508013926,CAN,RoW EU27
Canada,RoW EU27,2011,126685.92265155193,CAN,RoW EU27
Canada,RoW EU27,2012,130425.62032910064,CAN,RoW EU27
Canada,RoW EU27,2013,124717.45311363222,CAN,RoW EU27
Canada,RoW EU27,2014,122821.6018476793,CAN,RoW EU27
Canada,RoW EU27,2015,119400.61941867319,CAN,RoW EU27
Canada,RoW EU27,2016,122000.6915571385,CAN,RoW EU27
Canada,RoW Europe,2008,572002.0761148039,CAN,RoW Europe
Canada,RoW Europe,2009,529704.7336303843,CAN,RoW Europe
Canada,RoW Europe,2010,566889.1358186497,CAN,RoW Europe
Canada,RoW Europe,2011,486483.1632741854,CAN,RoW Europe
Canada,RoW Europe,2012,516320.51978983975,CAN,RoW Europe
Canada,RoW Europe,2013,502335.411128443,CAN,RoW Europe
Canada,RoW Europe,2014,483055.93478372874,CAN,RoW Europe
Canada,RoW Europe,2015,470812.540589614,CAN,RoW Europe
Canada,RoW Europe,2016,470847.2869644274,CAN,RoW Europe
Canada,RoW Middle East,2008,490745.8750108637,CAN,RoW Middle East
Canada,RoW Middle East,2009,453083.05099538254,CAN,RoW Middle East
Canada,RoW Middle East,2010,497202.8003164114,CAN,RoW Middle East
Canada,RoW Middle East,2011,508448.6742949509,CAN,RoW Middle East
Canada,RoW Middle East,2012,521272.9592494328,CAN,RoW Middle East
Canada,RoW Middle East,2013,480461.9117517064,CAN,RoW Middle East
Canada,RoW Middle East,2014,479978.79126711487,CAN,RoW Middle East
Canada,RoW Middle East,2015,468590.54499166703,CAN,RoW Middle East
Canada,RoW Middle East,2016,472252.06438492227,CAN,RoW Middle East
Canada,Russia,2008,1038430.7776709355,CAN,RUS
Canada,Russia,2009,894873.448874372,CAN,RUS
Canada,Russia,2010,1004750.5254325959,CAN,RUS
Canada,Russia,2011,891249.9405673414,CAN,RUS
Canada,Russia,2012,956041.7852508471,CAN,RUS
Canada,Russia,2013,944286.149162233,CAN,RUS
Canada,Russia,2014,911832.5914643016,CAN,RUS
Canada,Russia,2015,893805.0239371819,CAN,RUS
Canada,Russia,2016,904511.0403139429,CAN,RUS
Canada,Slovakia,2008,64859.241195610266,CAN,SVK
Canada,Slovakia,2009,58047.326709070476,CAN,SVK
Canada,Slovakia,2010,64660.85062838854,CAN,SVK
Canada,Slovakia,2011,55199.175821735786,CAN,SVK
Canada,Slovakia,2012,58627.07763563976,CAN,SVK
Canada,Slovakia,2013,57777.17052379076,CAN,SVK
Canada,Slovakia,2014,56404.819930397694,CAN,SVK
Canada,Slovakia,2015,55122.03336731418,CAN,SVK
Canada,Slovakia,2016,55442.468439730335,CAN,SVK
Canada,South Korea,2008,758229.4136788155,CAN,KOR
Canada,South Korea,2009,622486.6090076481,CAN,KOR
Canada,South Korea,2010,732728.9028226843,CAN,KOR
Canada,South Korea,2011,772377.5276313116,CAN,KOR
Canada,South Korea,2012,810484.3693819398,CAN,KOR
Canada,South Korea,2013,799608.9737966303,CAN,KOR
Canada,South Korea,2014,828605.913948649,CAN,KOR
Canada,South Korea,2015,788471.6517265249,CAN,KOR
Canada,South Korea,2016,796840.7849094139,CAN,KOR
Canada,Spain,2008,187612.86402795778,CAN,ESP
Canada,Spain,2009,131026.20204697327,CAN,ESP
Canada,Spain,2010,152445.4418855679,CAN,ESP
Canada,Spain,2011,158846.21096027107,CAN,ESP
Canada,Spain,2012,143353.8839796011,CAN,ESP
Canada,Spain,2013,141960.36218261742,CAN,ESP
Canada,Spain,2014,140329.39895594207,CAN,ESP
Canada,Spain,2015,138275.2716323571,CAN,ESP
Canada,Spain,2016,140195.48553123255,CAN,ESP
Canada,Sweden,2008,85774.83581779459,CAN,SWE
Canada,Sweden,2009,50547.93146692467,CAN,SWE
Canada,Sweden,2010,69328.83567841866,CAN,SWE
Canada,Sweden,2011,66011.66692453116,CAN,SWE
Canada,Sweden,2012,64268.973402658405,CAN,SWE
Canada,Sweden,2013,64567.12401845461,CAN,SWE
Canada,Sweden,2014,61498.74056650783,CAN,SWE
Canada,Sweden,2015,59481.649301174475,CAN,SWE
Canada,Sweden,2016,59901.9541231406,CAN,SWE
Canada,Taiwan,2008,240956.68033622514,CAN,TWN
Canada,Taiwan,2009,197079.05951421356,CAN,TWN
Canada,Taiwan,2010,225039.93067548278,CAN,TWN
Canada,Taiwan,2011,261756.71490024534,CAN,TWN
Canada,Taiwan,2012,274602.2114518009,CAN,TWN
Canada,Taiwan,2013,275242.9590704518,CAN,TWN
Canada,Taiwan,2014,282010.58873162366,CAN,TWN
Canada,Taiwan,2015,267071.13581763,CAN,TWN
Canada,Taiwan,2016,268179.7436015077,CAN,TWN
Canada,United Kingdom,2008,210111.54938711127,CAN,GBR
Canada,United Kingdom,2009,151929.26639143558,CAN,GBR
Canada,United Kingdom,2010,162220.4030585867,CAN,GBR
Canada,United Kingdom,2011,124622.34748394185,CAN,GBR
Canada,United Kingdom,2012,127198.40134687773,CAN,GBR
Canada,United Kingdom,2013,149289.97341412687,CAN,GBR
Canada,United Kingdom,2014,149570.81542418338,CAN,GBR
Canada,United Kingdom,2015,142950.75617192136,CAN,GBR
Canada,United Kingdom,2016,118734.09082563219,CAN,GBR
Canada,United States,2008,927782.0126597794,CAN,USA
Canada,United States,2009,618581.4142110486,CAN,USA
Canada,United States,2010,754628.4560516219,CAN,USA
Canada,United States,2011,851383.1780133765,CAN,USA
Canada,United States,2012,891063.8097276435,CAN,USA
Canada,United States,2013,863173.2471048129,CAN,USA
Canada,United States,2014,845954.5664395185,CAN,USA
Canada,United States,2015,773205.5405023455,CAN,USA
Canada,United States,2016,768826.9198419318,CAN,USA
China,Australia,2008,1707454.5665344913,CHN,AUS
China,Australia,2009,1461165.434442367,CHN,AUS
China,Australia,2010,1533958.6192599451,CHN,AUS
China,Australia,2011,1551706.2916399704,CHN,AUS
China,Australia,2012,1227777.9517048686,CHN,AUS
China,Australia,2013,1116567.4006469008,CHN,AUS
China,Australia,2014,1034939.0935744254,CHN,AUS
China,Australia,2015,1020510.9241352757,CHN,AUS
China,Australia,2016,1171953.2245267618,CHN,AUS
China,Austria,2008,1321119.6319651878,CHN,AUT
China,Austria,2009,1090685.5986691618,CHN,AUT
China,Austria,2010,1073497.860210823,CHN,AUT
China,Austria,2011,1175683.0890634013,CHN,AUT
China,Austria,2012,1119572.823025961,CHN,AUT
China,Austria,2013,1085431.469845598,CHN,AUT
China,Austria,2014,1025795.4030028651,CHN,AUT
China,Austria,2015,1006961.950249249,CHN,AUT
China,Austria,2016,1220501.9825921496,CHN,AUT
China,Belgium,2008,2462891.808008171,CHN,BEL
China,Belgium,2009,1970191.3012181437,CHN,BEL
China,Belgium,2010,2038863.435348759,CHN,BEL
China,Belgium,2011,2155950.388932505,CHN,BEL
China,Belgium,2012,2036244.7503516132,CHN,BEL
China,Belgium,2013,1940999.091425007,CHN,BEL
China,Belgium,2014,1891512.680096983,CHN,BEL
China,Belgium,2015,1830399.6165505177,CHN,BEL
China,Belgium,2016,2040736.9084280436,CHN,BEL
China,Brazil,2008,7442109.663854214,CHN,BRA
China,Brazil,2009,6178168.013841944,CHN,BRA
China,Brazil,2010,6164594.339674326,CHN,BRA
China,Brazil,2011,7198354.080292447,CHN,BRA
China,Brazil,2012,6452877.870347105,CHN,BRA
China,Brazil,2013,6119984.066592971,CHN,BRA
China,Brazil,2014,5906788.278384565,CHN,BRA
China,Brazil,2015,5607196.397991196,CHN,BRA
China,Brazil,2016,6565510.243999785,CHN,BRA
China,Canada,2008,2822796.74066061,CHN,CAN
China,Canada,2009,2615394.6625473937,CHN,CAN
China,Canada,2010,2813868.2437337493,CHN,CAN
China,Canada,2011,3060443.956231549,CHN,CAN
China,Canada,2012,3004681.423236941,CHN,CAN
China,Canada,2013,2834666.871927159,CHN,CAN
China,Canada,2014,2735832.961934173,CHN,CAN
China,Canada,2015,2700326.636984996,CHN,CAN
China,Canada,2016,3044565.5966770714,CHN,CAN
China,China,2008,121528559.95863698,CHN,CHN
China,China,2009,143293941.67278132,CHN,CHN
China,China,2010,140347063.57385057,CHN,CHN
China,China,2011,167954948.8988312,CHN,CHN
China,China,2012,166199674.2269753,CHN,CHN
China,China,2013,172350721.05270368,CHN,CHN
China,China,2014,171551399.937005,CHN,CHN
China,China,2015,166655069.69962537,CHN,CHN
China,China,2016,199876801.97166544,CHN,CHN
China,Czech Republic,2008,1210167.7238664345,CHN,CZE
China,Czech Republic,2009,1243030.4281830906,CHN,CZE
China,Czech Republic,2010,1205489.7012861785,CHN,CZE
China,Czech Republic,2011,1317008.5289108062,CHN,CZE
China,Czech Republic,2012,1265139.680061684,CHN,CZE
China,Czech Republic,2013,1217366.418559298,CHN,CZE
China,Czech Republic,2014,1181067.839970785,CHN,CZE
China,Czech Republic,2015,1172135.4023161125,CHN,CZE
China,Czech Republic,2016,1335300.6037512445,CHN,CZE
China,Finland,2008,881892.4742867453,CHN,FIN
China,Finland,2009,689953.781920549,CHN,FIN
China,Finland,2010,735152.0363695469,CHN,FIN
China,Finland,2011,797041.8320813981,CHN,FIN
China,Finland,2012,747313.5124339722,CHN,FIN
China,Finland,2013,703508.0578653761,CHN,FIN
China,Finland,2014,681485.0706723713,CHN,FIN
China,Finland,2015,678251.066746932,CHN,FIN
