exporter,importer,year,tonnes,exp_ISO3,imp_ISO3
Australia,Australia,2008,1340888.2244756618,AUS,AUS
Australia,Australia,2009,1060436.0247691895,AUS,AUS
Australia,Australia,2010,1335238.0718884214,AUS,AUS
Australia,Australia,2011,1274265.1780461164,AUS,AUS
Australia,Australia,2012,1029660.9223255011,AUS,AUS
Australia,Australia,2013,1114071.8212114507,AUS,AUS
Australia,Australia,2014,1236007.0783784068,AUS,AUS
Australia,Australia,2015,1237472.439443543,AUS,AUS
Australia,Australia,2016,1239632.0219081622,AUS,AUS
Australia,Austria,2008,1140290.4253295423,AUS,AUT
Australia,Austria,2009,1022506.9987309275,AUS,AUT
Australia,Austria,2010,1174772.3434826136,AUS,AUT
Australia,Austria,2011,1291063.18512492,AUS,AUT
Australia,Austria,2012,1467929.1997642692,AUS,AUT
Australia,Austria,2013,1711105.856820798,AUS,AUT
Australia,Austria,2014,2056071.532380686,AUS,AUT
Australia,Austria,2015,2057052.962906076,AUS,AUT
Australia,Austria,2016,2059426.6926069446,AUS,AUT
Australia,Belgium,2008,1427181.956364858,AUS,BEL
Australia,Belgium,2009,902970.0909982484,AUS,BEL
Australia,Belgium,2010,1027505.2294704738,AUS,BEL
Australia,Belgium,2011,1062068.9600510837,AUS,BEL
Australia,Belgium,2012,1140040.0100605648,AUS,BEL
Australia,Belgium,2013,1266296.6613989861,AUS,BEL
Australia,Belgium,2014,1529211.197620831,AUS,BEL
Australia,Belgium,2015,1521173.2471742472,AUS,BEL
Australia,Belgium,2016,1573364.4391412747,AUS,BEL
Australia,Brazil,2008,7056881.084774138,AUS,BRA
Australia,Brazil,2009,6109769.507561683,AUS,BRA
Australia,Brazil,2010,7280693.491823198,AUS,BRA
Australia,Brazil,2011,7697003.3971286295,AUS,BRA
Australia,Brazil,2012,7565809.264993485,AUS,BRA
Australia,Brazil,2013,8135755.622353839,AUS,BRA
Australia,Brazil,2014,9983990.60090675,AUS,BRA
Australia,Brazil,2015,10013736.767522722,AUS,BRA
Australia,Brazil,2016,9812140.495447889,AUS,BRA
Australia,Canada,2008,1947726.570621843,AUS,CAN
Australia,Canada,2009,1477574.3706677905,AUS,CAN
Australia,Canada,2010,1919174.1194496807,AUS,CAN
Australia,Canada,2011,1927894.1887643551,AUS,CAN
Australia,Canada,2012,2218013.5956925782,AUS,CAN
Australia,Canada,2013,2301543.6780876517,AUS,CAN
Australia,Canada,2014,2776260.022077381,AUS,CAN
Australia,Canada,2015,2677543.4566093506,AUS,CAN
Australia,Canada,2016,2691466.245410307,AUS,CAN
Australia,China,2008,100570660.45712139,AUS,CHN
Australia,China,2009,121726234.70423798,AUS,CHN
Australia,China,2010,139696131.58680362,AUS,CHN
Australia,China,2011,143104251.26580098,AUS,CHN
Australia,China,2012,165498349.25366336,AUS,CHN
Australia,China,2013,212885146.5937124,AUS,CHN
Australia,China,2014,257687581.4220951,AUS,CHN
Australia,China,2015,251643369.343865,AUS,CHN
Australia,China,2016,251584959.51413175,AUS,CHN
Australia,Czech Republic,2008,931910.5439738388,AUS,CZE
Australia,Czech Republic,2009,824541.5639456083,AUS,CZE
Australia,Czech Republic,2010,915671.426868508,AUS,CZE
Australia,Czech Republic,2011,909100.6960425093,AUS,CZE
Australia,Czech Republic,2012,1033457.6591840219,AUS,CZE
Australia,Czech Republic,2013,1190263.2001726553,AUS,CZE
Australia,Czech Republic,2014,1406634.9166942714,AUS,CZE
Australia,Czech Republic,2015,1408255.7133492695,AUS,CZE
Australia,Czech Republic,2016,1409520.5654224055,AUS,CZE
Australia,Finland,2008,602502.1749382259,AUS,FIN
Australia,Finland,2009,498397.54461002775,AUS,FIN
Australia,Finland,2010,598609.4769356855,AUS,FIN
Australia,Finland,2011,594424.6965153073,AUS,FIN
Australia,Finland,2012,590541.1176660459,AUS,FIN
Australia,Finland,2013,659209.519188968,AUS,FIN
Australia,Finland,2014,811510.1579645025,AUS,FIN
Australia,Finland,2015,846910.7540862041,AUS,FIN
Australia,Finland,2016,863188.9402950866,AUS,FIN
Australia,France,2008,2397031.82907004,AUS,FRA
Australia,France,2009,1943403.3562103724,AUS,FRA
Australia,France,2010,2267955.063108216,AUS,FRA
Australia,France,2011,2334660.5236013886,AUS,FRA
Australia,France,2012,2610295.4292980274,AUS,FRA
Australia,France,2013,2907249.0886259302,AUS,FRA
Australia,France,2014,3685924.902310512,AUS,FRA
Australia,France,2015,3669952.5818771143,AUS,FRA
Australia,France,2016,3622288.6666466077,AUS,FRA
Australia,Germany,2008,6333528.523371176,AUS,DEU
Australia,Germany,2009,5032547.95439057,AUS,DEU
Australia,Germany,2010,6449011.346118481,AUS,DEU
Australia,Germany,2011,6738618.468003901,AUS,DEU
Australia,Germany,2012,7531581.128985372,AUS,DEU
Australia,Germany,2013,8380445.00134695,AUS,DEU
Australia,Germany,2014,10260421.696018739,AUS,DEU
Australia,Germany,2015,10241412.490023987,AUS,DEU
Australia,Germany,2016,10265543.667145243,AUS,DEU
Australia,Greece,2008,15580.283057380642,AUS,GRC
Australia,Greece,2009,13662.344557318322,AUS,GRC
Australia,Greece,2010,15843.95122920972,AUS,GRC
Australia,Greece,2011,16431.132684659246,AUS,GRC
Australia,Greece,2012,14282.627001127275,AUS,GRC
Australia,Greece,2013,14194.437800125028,AUS,GRC
Australia,Greece,2014,15254.886983980297,AUS,GRC
Australia,Greece,2015,14619.772955680335,AUS,GRC
Australia,Greece,2016,15512.468378041229,AUS,GRC
Australia,India,2008,12692297.300754812,AUS,IND
Australia,India,2009,13509316.731773794,AUS,IND
Australia,India,2010,14896357.243805114,AUS,IND
Australia,India,2011,13925950.289421953,AUS,IND
Australia,India,2012,15811307.746072983,AUS,IND
Australia,India,2013,19620431.31283371,AUS,IND
Australia,India,2014,22818154.460391637,AUS,IND
Australia,India,2015,23874000.643406406,AUS,IND
Australia,India,2016,24915998.758564666,AUS,IND
Australia,Indonesia,2008,380999.527361662,AUS,IDN
Australia,Indonesia,2009,396568.2744720933,AUS,IDN
Australia,Indonesia,2010,461875.3351726314,AUS,IDN
Australia,Indonesia,2011,590103.6390587649,AUS,IDN
Australia,Indonesia,2012,637144.8953689964,AUS,IDN
Australia,Indonesia,2013,718771.2758640088,AUS,IDN
Australia,Indonesia,2014,706580.3776495786,AUS,IDN
Australia,Indonesia,2015,709857.3695137426,AUS,IDN
Australia,Indonesia,2016,714332.6088349508,AUS,IDN
Australia,Italy,2008,2193159.979413359,AUS,ITA
Australia,Italy,2009,1424942.2123287108,AUS,ITA
Australia,Italy,2010,1899156.424181599,AUS,ITA
Australia,Italy,2011,2178773.067243022,AUS,ITA
Australia,Italy,2012,2427532.558194177,AUS,ITA
Australia,Italy,2013,2229269.8878121264,AUS,ITA
Australia,Italy,2014,2442060.935523836,AUS,ITA
Australia,Italy,2015,2024898.248985959,AUS,ITA
Australia,Italy,2016,2040371.1683818258,AUS,ITA
Australia,Japan,2008,18608386.409614608,AUS,JPN
Australia,Japan,2009,15776415.771981899,AUS,JPN
Australia,Japan,2010,18712782.00498286,AUS,JPN
Australia,Japan,2011,18783670.04040011,AUS,JPN
Australia,Japan,2012,21789552.479118872,AUS,JPN
Australia,Japan,2013,25462351.270970132,AUS,JPN
Australia,Japan,2014,30896285.857579928,AUS,JPN
Australia,Japan,2015,29881692.037737425,AUS,JPN
Australia,Japan,2016,29479573.1139079,AUS,JPN
Australia,Mexico,2008,2339014.3707184778,AUS,MEX
Australia,Mexico,2009,2388026.14149981,AUS,MEX
Australia,Mexico,2010,2868486.5287429416,AUS,MEX
Australia,Mexico,2011,2932058.458562355,AUS,MEX
Australia,Mexico,2012,3614523.3509696303,AUS,MEX
Australia,Mexico,2013,4708865.034395138,AUS,MEX
Australia,Mexico,2014,5350633.786664438,AUS,MEX
Australia,Mexico,2015,5325289.966119928,AUS,MEX
Australia,Mexico,2016,5317411.533264208,AUS,MEX
Australia,Netherlands,2008,1408132.3352527383,AUS,NLD
Australia,Netherlands,2009,1080570.4268774188,AUS,NLD
Australia,Netherlands,2010,1284326.2583136105,AUS,NLD
Australia,Netherlands,2011,1357955.1541058496,AUS,NLD
Australia,Netherlands,2012,1538419.0755254808,AUS,NLD
Australia,Netherlands,2013,1711906.836725021,AUS,NLD
Australia,Netherlands,2014,2075170.8093484368,AUS,NLD
Australia,Netherlands,2015,2075578.4739984001,AUS,NLD
Australia,Netherlands,2016,2078276.2036784429,AUS,NLD
Australia,Poland,2008,982064.0342650432,AUS,POL
Australia,Poland,2009,743901.7057721901,AUS,POL
Australia,Poland,2010,854008.5276603398,AUS,POL
Australia,Poland,2011,859467.6120939405,AUS,POL
Australia,Poland,2012,979116.4780940549,AUS,POL
Australia,Poland,2013,1147087.09213441,AUS,POL
Australia,Poland,2014,1534371.959724202,AUS,POL
Australia,Poland,2015,1592418.5596635614,AUS,POL
Australia,Poland,2016,1590756.3625900797,AUS,POL
Australia,RoW Africa,2008,2655636.1138818027,AUS,RoW Africa
Australia,RoW Africa,2009,2764596.2719405573,AUS,RoW Africa
Australia,RoW Africa,2010,3040897.8886704333,AUS,RoW Africa
Australia,RoW Africa,2011,2966640.1393484427,AUS,RoW Africa
Australia,RoW Africa,2012,3379417.137508536,AUS,RoW Africa
Australia,RoW Africa,2013,3851664.186676387,AUS,RoW Africa
Australia,RoW Africa,2014,4576622.169249235,AUS,RoW Africa
Australia,RoW Africa,2015,4573080.054307751,AUS,RoW Africa
Australia,RoW Africa,2016,4575469.022604344,AUS,RoW Africa
Australia,RoW America,2008,3446498.3483943786,AUS,RoW America
Australia,RoW America,2009,3906184.8920018864,AUS,RoW America
Australia,RoW America,2010,4489347.485649646,AUS,RoW America
Australia,RoW America,2011,5386304.703341355,AUS,RoW America
Australia,RoW America,2012,5918741.624321433,AUS,RoW America
Australia,RoW America,2013,6046275.204201508,AUS,RoW America
Australia,RoW America,2014,7615136.517012489,AUS,RoW America
Australia,RoW America,2015,7626777.426798017,AUS,RoW America
Australia,RoW America,2016,7664210.586021204,AUS,RoW America
Australia,RoW Asia and Pacific,2008,3439354.1248326018,AUS,RoW Asia and Pacific
Australia,RoW Asia and Pacific,2009,4061708.996460046,AUS,RoW Asia and Pacific
Australia,RoW Asia and Pacific,2010,4570881.674736833,AUS,RoW Asia and Pacific
Australia,RoW Asia and Pacific,2011,4668309.209540802,AUS,RoW Asia and Pacific
Australia,RoW Asia and Pacific,2012,5237643.041449129,AUS,RoW Asia and Pacific
Australia,RoW Asia and Pacific,2013,5777188.273403838,AUS,RoW Asia and Pacific
Australia,RoW Asia and Pacific,2014,6974038.444550516,AUS,RoW Asia and Pacific
Australia,RoW Asia and Pacific,2015,6962333.267359346,AUS,RoW Asia and Pacific
Australia,RoW Asia and Pacific,2016,6977627.32751257,AUS,RoW Asia and Pacific
Australia,RoW EU27,2008,1049758.842128245,AUS,RoW EU27
Australia,RoW EU27,2009,1183196.9877823421,AUS,RoW EU27
Australia,RoW EU27,2010,1327013.5681087454,AUS,RoW EU27
Australia,RoW EU27,2011,1383073.3834906637,AUS,RoW EU27
Australia,RoW EU27,2012,1554118.24644922,AUS,RoW EU27
Australia,RoW EU27,2013,1729460.9823191732,AUS,RoW EU27
Australia,RoW EU27,2014,2092409.3255307276,AUS,RoW EU27
Australia,RoW EU27,2015,2094324.9606457006,AUS,RoW EU27
Australia,RoW EU27,2016,2100076.1536486507,AUS,RoW EU27
Australia,RoW Europe,2008,6015426.586990904,AUS,RoW Europe
Australia,RoW Europe,2009,6567402.97750611,AUS,RoW Europe
Australia,RoW Europe,2010,7264517.819763451,AUS,RoW Europe
Australia,RoW Europe,2011,7104675.498496386,AUS,RoW Europe
Australia,RoW Europe,2012,8151927.7349884715,AUS,RoW Europe
Australia,RoW Europe,2013,9313868.409449883,AUS,RoW Europe
Australia,RoW Europe,2014,11053664.756012842,AUS,RoW Europe
Australia,RoW Europe,2015,11052709.18644271,AUS,RoW Europe
Australia,RoW Europe,2016,11055913.907239571,AUS,RoW Europe
Australia,RoW Middle East,2008,3983646.855488506,AUS,RoW Middle East
Australia,RoW Middle East,2009,4775195.851959636,AUS,RoW Middle East
Australia,RoW Middle East,2010,5428907.231727067,AUS,RoW Middle East
Australia,RoW Middle East,2011,6644636.40102443,AUS,RoW Middle East
Australia,RoW Middle East,2012,7316026.521203452,AUS,RoW Middle East
Australia,RoW Middle East,2013,7726415.280318659,AUS,RoW Middle East
Australia,RoW Middle East,2014,9657676.173509609,AUS,RoW Middle East
Australia,RoW Middle East,2015,9697888.385760762,AUS,RoW Middle East
Australia,RoW Middle East,2016,9723319.647928126,AUS,RoW Middle East
Australia,Russia,2008,10209828.721109707,AUS,RUS
Australia,Russia,2009,10837861.284670733,AUS,RUS
Australia,Russia,2010,12389318.159406025,AUS,RUS
Australia,Russia,2011,11994219.646106936,AUS,RUS
Australia,Russia,2012,13971764.169396482,AUS,RUS
Australia,Russia,2013,16162411.781103862,AUS,RUS
Australia,Russia,2014,19101588.981297545,AUS,RUS
Australia,Russia,2015,19371554.220446963,AUS,RUS
Australia,Russia,2016,19371407.027660184,AUS,RUS
Australia,Slovakia,2008,683756.902228078,AUS,SVK
Australia,Slovakia,2009,717370.0770543835,AUS,SVK
Australia,Slovakia,2010,826534.362134881,AUS,SVK
Australia,Slovakia,2011,786649.8976787007,AUS,SVK
Australia,Slovakia,2012,901519.067592431,AUS,SVK
Australia,Slovakia,2013,1045750.7046121524,AUS,SVK
Australia,Slovakia,2014,1259835.8358043176,AUS,SVK
Australia,Slovakia,2015,1261126.5442599684,AUS,SVK
Australia,Slovakia,2016,1281642.75692035,AUS,SVK
Australia,South Korea,2008,6675438.534246691,AUS,KOR
Australia,South Korea,2009,6516065.682860735,AUS,KOR
Australia,South Korea,2010,7926114.970662357,AUS,KOR
Australia,South Korea,2011,9103548.52692736,AUS,KOR
Australia,South Korea,2012,10429064.586058833,AUS,KOR
Australia,South Korea,2013,12134551.864067072,AUS,KOR
Australia,South Korea,2014,15980003.883576605,AUS,KOR
Australia,South Korea,2015,15992237.627065428,AUS,KOR
Australia,South Korea,2016,16006179.053393442,AUS,KOR
Australia,Spain,2008,868668.7055198817,AUS,ESP
Australia,Spain,2009,745715.735878852,AUS,ESP
Australia,Spain,2010,872032.2310303153,AUS,ESP
Australia,Spain,2011,906250.7676112773,AUS,ESP
Australia,Spain,2012,901033.5889245773,AUS,ESP
Australia,Spain,2013,1145994.3612105127,AUS,ESP
Australia,Spain,2014,1391335.6824864517,AUS,ESP
Australia,Spain,2015,1489632.6863527105,AUS,ESP
Australia,Spain,2016,1490637.232750095,AUS,ESP
Australia,Sweden,2008,826801.8545233834,AUS,SWE
Australia,Sweden,2009,539158.7307035987,AUS,SWE
Australia,Sweden,2010,790629.7586300205,AUS,SWE
Australia,Sweden,2011,835749.8419020976,AUS,SWE
Australia,Sweden,2012,878409.5297319377,AUS,SWE
Australia,Sweden,2013,1051725.1014439464,AUS,SWE
Australia,Sweden,2014,1233188.0863213853,AUS,SWE
Australia,Sweden,2015,1222061.4062398102,AUS,SWE
Australia,Sweden,2016,1222712.1234274514,AUS,SWE
Australia,Taiwan,2008,2083210.4017127557,AUS,TWN
Australia,Taiwan,2009,1920105.7161007046,AUS,TWN
Australia,Taiwan,2010,2220752.4150636196,AUS,TWN
Australia,Taiwan,2011,2789000.102037517,AUS,TWN
Australia,Taiwan,2012,3233504.546206442,AUS,TWN
Australia,Taiwan,2013,3840098.4894722207,AUS,TWN
Australia,Taiwan,2014,4994680.281068944,AUS,TWN
Australia,Taiwan,2015,5001895.978471505,AUS,TWN
Australia,Taiwan,2016,5007721.885973022,AUS,TWN
Australia,United Kingdom,2008,2180274.9054766926,AUS,GBR
Australia,United Kingdom,2009,1819504.6233130472,AUS,GBR
Australia,United Kingdom,2010,1993917.4063456159,AUS,GBR
Australia,United Kingdom,2011,1594984.4760377812,AUS,GBR
Australia,United Kingdom,2012,1817707.797942459,AUS,GBR
Australia,United Kingdom,2013,2646207.7678571744,AUS,GBR
Australia,United Kingdom,2014,3292808.8626233633,AUS,GBR
Australia,United Kingdom,2015,3231473.1251919237,AUS,GBR
Australia,United Kingdom,2016,2591862.886308123,AUS,GBR
Australia,United States,2008,6497956.0318930065,AUS,USA
Australia,United States,2009,4672549.067503005,AUS,USA
Australia,United States,2010,6057213.859207863,AUS,USA
Australia,United States,2011,6715921.231193083,AUS,USA
Australia,United States,2012,8060704.715550425,AUS,USA
Australia,United States,2013,9130561.848956408,AUS,USA
Australia,United States,2014,10758169.119554091,AUS,USA
Australia,United States,2015,9782844.195669916,AUS,USA
Australia,United States,2016,9007887.597813535,AUS,USA
Austria,Australia,2008,15858.75279443878,AUT,AUS
Austria,Australia,2009,9881.270167048224,AUT,AUS
Austria,Australia,2010,11234.033995904261,AUT,AUS
Austria,Australia,2011,10932.480274841215,AUT,AUS
Austria,Australia,2012,8782.436943106732,AUT,AUS
Austria,Australia,2013,7853.214532901584,AUT,AUS
Austria,Australia,2014,7388.354013606088,AUT,AUS
Austria,Australia,2015,7170.029694621799,AUT,AUS
Austria,Australia,2016,7703.7248711273005,AUT,AUS
Austria,Austria,2008,11788.447344553151,AUT,AUT
Austria,Austria,2009,7317.4462203139665,AUT,AUT
Austria,Austria,2010,8145.543235299017,AUT,AUT
Austria,Austria,2011,8657.470804517416,AUT,AUT
Austria,Austria,2012,8249.33407777375,AUT,AUT
Austria,Austria,2013,7993.1896155340255,AUT,AUT
Austria,Austria,2014,7832.414588024226,AUT,AUT
Austria,Austria,2015,7556.4717974974665,AUT,AUT
Austria,Austria,2016,8096.520149859728,AUT,AUT
Austria,Belgium,2008,32486.26849568703,AUT,BEL
Austria,Belgium,2009,20276.87018166915,AUT,BEL
Austria,Belgium,2010,22834.996236105308,AUT,BEL
Austria,Belgium,2011,25454.7337327298,AUT,BEL
Austria,Belgium,2012,23467.879528936057,AUT,BEL
Austria,Belgium,2013,22035.884163178485,AUT,BEL
Austria,Belgium,2014,21800.806645345918,AUT,BEL
Austria,Belgium,2015,20511.161503100655,AUT,BEL
Austria,Belgium,2016,22716.291600655477,AUT,BEL
Austria,Brazil,2008,58141.93670918556,AUT,BRA
Austria,Brazil,2009,39127.0733515573,AUT,BRA
Austria,Brazil,2010,43770.750498798596,AUT,BRA
Austria,Brazil,2011,48808.24410843062,AUT,BRA
Austria,Brazil,2012,44556.16768349047,AUT,BRA
Austria,Brazil,2013,42572.121539490225,AUT,BRA
Austria,Brazil,2014,41494.72647437387,AUT,BRA
Austria,Brazil,2015,38026.364549495505,AUT,BRA
Austria,Brazil,2016,39375.17962672229,AUT,BRA
Austria,Canada,2008,27736.408990966138,AUT,CAN
Austria,Canada,2009,18850.709001010757,AUT,CAN
Austria,Canada,2010,22182.7502514075,AUT,CAN
Austria,Canada,2011,22765.838288970404,AUT,CAN
Austria,Canada,2012,22083.193944040457,AUT,CAN
Austria,Canada,2013,20510.33382115527,AUT,CAN
Austria,Canada,2014,19613.618022534363,AUT,CAN
Austria,Canada,2015,19146.495497090134,AUT,CAN
Austria,Canada,2016,20463.23234987414,AUT,CAN
Austria,China,2008,993053.5016012256,AUT,CHN
Austria,China,2009,849932.8299736354,AUT,CHN
Austria,China,2010,902608.9905299842,AUT,CHN
Austria,China,2011,973722.5902648303,AUT,CHN
Austria,China,2012,940190.4205882307,AUT,CHN
Austria,China,2013,940547.3210598413,AUT,CHN
Austria,China,2014,931758.7845078768,AUT,CHN
Austria,China,2015,901118.8660539533,AUT,CHN
Austria,China,2016,914712.6384400919,AUT,CHN
Austria,Czech Republic,2008,10648.912161509325,AUT,CZE
Austria,Czech Republic,2009,7778.138750255029,AUT,CZE
Austria,Czech Republic,2010,7982.775966303795,AUT,CZE
Austria,Czech Republic,2011,7954.189216943723,AUT,CZE
Austria,Czech Republic,2012,7418.540887379484,AUT,CZE
Austria,Czech Republic,2013,7020.915780957375,AUT,CZE
Austria,Czech Republic,2014,6764.260570396941,AUT,CZE
Austria,Czech Republic,2015,6671.012151348206,AUT,CZE
Austria,Czech Republic,2016,6839.956592657238,AUT,CZE
Austria,Finland,2008,9509.436010287227,AUT,FIN
Austria,Finland,2009,5357.555945446677,AUT,FIN
Austria,Finland,2010,6372.16711930953,AUT,FIN
Austria,Finland,2011,6755.681014143521,AUT,FIN
Austria,Finland,2012,6383.123020816851,AUT,FIN
Austria,Finland,2013,5962.030651508319,AUT,FIN
Austria,Finland,2014,5837.097995095617,AUT,FIN
Austria,Finland,2015,5683.345964758474,AUT,FIN
Austria,Finland,2016,6210.959457610943,AUT,FIN
Austria,France,2008,35040.97338299291,AUT,FRA
Austria,France,2009,22991.783701167013,AUT,FRA
Austria,France,2010,25118.692974663216,AUT,FRA
Austria,France,2011,27943.711876660596,AUT,FRA
Austria,France,2012,26667.85827448851,AUT,FRA
Austria,France,2013,23922.879723992446,AUT,FRA
Austria,France,2014,23848.275471670757,AUT,FRA
Austria,France,2015,22067.115680552237,AUT,FRA
Austria,France,2016,23045.913531602007,AUT,FRA
Austria,Germany,2008,98770.42383078625,AUT,DEU
Austria,Germany,2009,57910.95021264009,AUT,DEU
Austria,Germany,2010,66059.90020997978,AUT,DEU
Austria,Germany,2011,72330.92546809954,AUT,DEU
Austria,Germany,2012,68552.3847297308,AUT,DEU
Austria,Germany,2013,64121.50815956565,AUT,DEU
Austria,Germany,2014,62581.390693111,AUT,DEU
Austria,Germany,2015,58776.9978684864,AUT,DEU
Austria,Germany,2016,63784.04149973438,AUT,DEU
Austria,Greece,2008,8005.852545151015,AUT,GRC
Austria,Greece,2009,5458.288366817534,AUT,GRC
Austria,Greece,2010,6054.880167868962,AUT,GRC
Austria,Greece,2011,6447.282125043381,AUT,GRC
Austria,Greece,2012,4956.449496688421,AUT,GRC
Austria,Greece,2013,4401.261603728881,AUT,GRC
Austria,Greece,2014,4238.3548795926035,AUT,GRC
Austria,Greece,2015,3931.711921411625,AUT,GRC
Austria,Greece,2016,4484.222306894863,AUT,GRC
Austria,India,2008,148849.9791535046,AUT,IND
Austria,India,2009,140862.20379772963,AUT,IND
Austria,India,2010,151240.5725896667,AUT,IND
Austria,India,2011,173330.21286453962,AUT,IND
Austria,India,2012,169169.51184237952,AUT,IND
Austria,India,2013,163204.6629301193,AUT,IND
Austria,India,2014,160720.84393686676,AUT,IND
Austria,India,2015,157070.0955018083,AUT,IND
Austria,India,2016,174794.68937327544,AUT,IND
Austria,Indonesia,2008,18246.22158236354,AUT,IDN
Austria,Indonesia,2009,11540.86182805719,AUT,IDN
Austria,Indonesia,2010,12706.948390200509,AUT,IDN
Austria,Indonesia,2011,13242.9964014434,AUT,IDN
Austria,Indonesia,2012,10206.676952137515,AUT,IDN
Austria,Indonesia,2013,9776.950562615039,AUT,IDN
Austria,Indonesia,2014,10437.99235434956,AUT,IDN
Austria,Indonesia,2015,9782.494889330721,AUT,IDN
Austria,Indonesia,2016,10351.83796651681,AUT,IDN
Austria,Italy,2008,79668.6261302474,AUT,ITA
Austria,Italy,2009,44386.42262389088,AUT,ITA
Austria,Italy,2010,51034.88602704218,AUT,ITA
Austria,Italy,2011,61830.28393799679,AUT,ITA
Austria,Italy,2012,58929.69996456572,AUT,ITA
Austria,Italy,2013,52609.05560701345,AUT,ITA
Austria,Italy,2014,51033.33413883815,AUT,ITA
Austria,Italy,2015,46865.82228961869,AUT,ITA
Austria,Italy,2016,51678.09933827215,AUT,ITA
Austria,Japan,2008,234006.25846875587,AUT,JPN
Austria,Japan,2009,142667.61294815716,AUT,JPN
Austria,Japan,2010,160382.6820064764,AUT,JPN
Austria,Japan,2011,170251.337220083,AUT,JPN
Austria,Japan,2012,163601.63553387884,AUT,JPN
Austria,Japan,2013,156781.79341030552,AUT,JPN
Austria,Japan,2014,155289.91662922048,AUT,JPN
Austria,Japan,2015,146600.1093541646,AUT,JPN
Austria,Japan,2016,156917.25490845993,AUT,JPN
Austria,Mexico,2008,42298.30748095208,AUT,MEX
Austria,Mexico,2009,30044.351843426404,AUT,MEX
Austria,Mexico,2010,34095.965053319946,AUT,MEX
Austria,Mexico,2011,40957.212920599544,AUT,MEX
Austria,Mexico,2012,39531.97843317883,AUT,MEX
Austria,Mexico,2013,38965.71424129045,AUT,MEX
Austria,Mexico,2014,38039.10146310458,AUT,MEX
Austria,Mexico,2015,36495.83241721149,AUT,MEX
Austria,Mexico,2016,39520.27476054021,AUT,MEX
Austria,Netherlands,2008,14500.830446245724,AUT,NLD
Austria,Netherlands,2009,8099.024611428312,AUT,NLD
Austria,Netherlands,2010,8921.299749559137,AUT,NLD
Austria,Netherlands,2011,9255.293251727551,AUT,NLD
Austria,Netherlands,2012,8734.011581383009,AUT,NLD
Austria,Netherlands,2013,8105.986470664194,AUT,NLD
Austria,Netherlands,2014,8005.119078756213,AUT,NLD
Austria,Netherlands,2015,7726.602375088178,AUT,NLD
Austria,Netherlands,2016,8252.521344293473,AUT,NLD
Austria,Poland,2008,23117.820062958115,AUT,POL
Austria,Poland,2009,14088.613506762762,AUT,POL
Austria,Poland,2010,15471.397966018372,AUT,POL
Austria,Poland,2011,17191.708990753403,AUT,POL
Austria,Poland,2012,15987.841364344229,AUT,POL
Austria,Poland,2013,14037.245919714818,AUT,POL
Austria,Poland,2014,13871.556884720765,AUT,POL
Austria,Poland,2015,13368.72247473155,AUT,POL
Austria,Poland,2016,14618.98247663349,AUT,POL
Austria,RoW Africa,2008,35786.338589869105,AUT,RoW Africa
Austria,RoW Africa,2009,26179.305577476065,AUT,RoW Africa
Austria,RoW Africa,2010,27732.308955414686,AUT,RoW Africa
Austria,RoW Africa,2011,27459.982378384695,AUT,RoW Africa
Austria,RoW Africa,2012,26187.593908902796,AUT,RoW Africa
Austria,RoW Africa,2013,24946.419808141753,AUT,RoW Africa
Austria,RoW Africa,2014,24289.9379034753,AUT,RoW Africa
Austria,RoW Africa,2015,23385.66933747052,AUT,RoW Africa
Austria,RoW Africa,2016,25018.076081820567,AUT,RoW Africa
Austria,RoW America,2008,32655.87633397295,AUT,RoW America
Austria,RoW America,2009,25868.902124095515,AUT,RoW America
Austria,RoW America,2010,26781.39150427711,AUT,RoW America
Austria,RoW America,2011,27605.03944686585,AUT,RoW America
Austria,RoW America,2012,26451.785753087344,AUT,RoW America
Austria,RoW America,2013,24867.726853577755,AUT,RoW America
Austria,RoW America,2014,24485.73782664892,AUT,RoW America
Austria,RoW America,2015,23962.38613777495,AUT,RoW America
Austria,RoW America,2016,25210.836607858997,AUT,RoW America
Austria,RoW Asia and Pacific,2008,117404.05308615585,AUT,RoW Asia and Pacific
Austria,RoW Asia and Pacific,2009,71096.10995025179,AUT,RoW Asia and Pacific
Austria,RoW Asia and Pacific,2010,78234.53120528208,AUT,RoW Asia and Pacific
Austria,RoW Asia and Pacific,2011,86232.52270278809,AUT,RoW Asia and Pacific
Austria,RoW Asia and Pacific,2012,82451.3748693776,AUT,RoW Asia and Pacific
Austria,RoW Asia and Pacific,2013,78872.69221065774,AUT,RoW Asia and Pacific
Austria,RoW Asia and Pacific,2014,77913.64324499723,AUT,RoW Asia and Pacific
Austria,RoW Asia and Pacific,2015,74206.68457225198,AUT,RoW Asia and Pacific
Austria,RoW Asia and Pacific,2016,81866.0092792311,AUT,RoW Asia and Pacific
Austria,RoW EU27,2008,24657.416008471773,AUT,RoW EU27
Austria,RoW EU27,2009,17726.365836000874,AUT,RoW EU27
Austria,RoW EU27,2010,18783.71367445938,AUT,RoW EU27
Austria,RoW EU27,2011,19811.805051628093,AUT,RoW EU27
Austria,RoW EU27,2012,18917.308583814374,AUT,RoW EU27
Austria,RoW EU27,2013,17884.656679701402,AUT,RoW EU27
Austria,RoW EU27,2014,17772.341068001537,AUT,RoW EU27
Austria,RoW EU27,2015,17085.036503426043,AUT,RoW EU27
