exporter,importer,tonnes,year,exp_ISO3,imp_ISO3
Poland,Slovakia,61831.62,2009,POL,SVK
RoW Africa,Slovakia,125500.69,2009,RoW Africa,SVK
RoW America,Slovakia,129921.83,2009,RoW America,SVK
RoW Asia and Pacific,Slovakia,213018.56,2009,RoW Asia and Pacific,SVK
RoW EU27,Slovakia,109125.27,2009,RoW EU27,SVK
RoW Europe,Slovakia,164351.95,2009,RoW Europe,SVK
RoW Middle East,Slovakia,314320.34,2009,RoW Middle East,SVK
Russia,Slovakia,171734.19,2009,RUS,SVK
Slovakia,Slovakia,25252.24,2009,SVK,SVK
South Korea,Slovakia,331630.71,2009,KOR,SVK
Spain,Slovakia,114537.5,2009,ESP,SVK
Sweden,Slovakia,32760.83,2009,SWE,SVK
Taiwan,Slovakia,87044.28,2009,TWN,SVK
United Kingdom,Slovakia,69627.37,2009,GBR,SVK
United States,Slovakia,493173.75,2009,USA,SVK
Australia,South Korea,576202.86,2009,AUS,KOR
Austria,South Korea,403988.96,2009,AUT,KOR
Belgium,South Korea,862441.22,2009,BEL,KOR
Brazil,South Korea,1247987.02,2009,BRA,KOR
Canada,South Korea,995780.02,2009,CAN,KOR
China,South Korea,37261197.31,2009,CHN,KOR
Czech Republic,South Korea,421763.89,2009,CZE,KOR
Finland,South Korea,215396.35,2009,FIN,KOR
France,South Korea,1274456.83,2009,FRA,KOR
Germany,South Korea,3018976.7,2009,DEU,KOR
Greece,South Korea,345923.49,2009,GRC,KOR
India,South Korea,2614549.82,2009,IND,KOR
Indonesia,South Korea,578372.62,2009,IDN,KOR
Italy,South Korea,2156821.38,2009,ITA,KOR
Japan,South Korea,7256480.02,2009,JPN,KOR
Mexico,South Korea,1130119.02,2009,MEX,KOR
Netherlands,South Korea,646908.09,2009,NLD,KOR
Poland,South Korea,741187.05,2009,POL,KOR
RoW Africa,South Korea,1504399.96,2009,RoW Africa,KOR
RoW America,South Korea,1557396.88,2009,RoW America,KOR
RoW Asia and Pacific,South Korea,2553492.75,2009,RoW Asia and Pacific,KOR
RoW EU27,South Korea,1308104.77,2009,RoW EU27,KOR
RoW Europe,South Korea,1970117.12,2009,RoW Europe,KOR
RoW Middle East,South Korea,3767815.85,2009,RoW Middle East,KOR
Russia,South Korea,2058609.38,2009,RUS,KOR
Slovakia,South Korea,302703.23,2009,SVK,KOR
South Korea,South Korea,3975318.52,2009,KOR,KOR
Spain,South Korea,1372982.14,2009,ESP,KOR
Sweden,South Korea,392710.12,2009,SWE,KOR
Taiwan,South Korea,1043415.86,2009,TWN,KOR
United Kingdom,South Korea,834636.16,2009,GBR,KOR
United States,South Korea,5911764.73,2009,USA,KOR
Australia,Spain,214198.63,2009,AUS,ESP
Austria,Spain,150179.55,2009,AUT,ESP
Belgium,Spain,320605.37,2009,BEL,ESP
Brazil,Spain,463928.83,2009,BRA,ESP
Canada,Spain,370172.96,2009,CAN,ESP
China,Spain,13851541.04,2009,CHN,ESP
Czech Republic,Spain,156787.23,2009,CZE,ESP
Finland,Spain,80071.81,2009,FIN,ESP
France,Spain,473768.76,2009,FRA,ESP
Germany,Spain,1122279.55,2009,DEU,ESP
Greece,Spain,128594.19,2009,GRC,ESP
India,Spain,971937.21,2009,IND,ESP
Indonesia,Spain,215005.23,2009,IDN,ESP
Italy,Spain,801780.46,2009,ITA,ESP
Japan,Spain,2697536.26,2009,JPN,ESP
Mexico,Spain,420112.37,2009,MEX,ESP
Netherlands,Spain,240482.72,2009,NLD,ESP
Poland,Spain,275530.14,2009,POL,ESP
RoW Africa,Spain,559248.21,2009,RoW Africa,ESP
RoW America,Spain,578949.37,2009,RoW America,ESP
RoW Asia and Pacific,Spain,949239.75,2009,RoW Asia and Pacific,ESP
RoW EU27,Spain,486277.1,2009,RoW EU27,ESP
RoW Europe,Spain,732374.7,2009,RoW Europe,ESP
RoW Middle East,Spain,1400654.29,2009,RoW Middle East,ESP
Russia,Spain,765270.96,2009,RUS,ESP
Slovakia,Spain,112527.42,2009,SVK,ESP
South Korea,Spain,1477791.69,2009,KOR,ESP
Spain,Spain,510394.72,2009,ESP,ESP
Sweden,Spain,145986.73,2009,SWE,ESP
Taiwan,Spain,387881.19,2009,TWN,ESP
United Kingdom,Spain,310269.07,2009,GBR,ESP
United States,Spain,2197649.5,2009,USA,ESP
Australia,Sweden,69344.99,2009,AUS,SWE
Austria,Sweden,48619.35,2009,AUT,SWE
Belgium,Sweden,103793.27,2009,BEL,SWE
Brazil,Sweden,150193.02,2009,BRA,SWE
Canada,Sweden,119840.36,2009,CAN,SWE
China,Sweden,4484318.96,2009,CHN,SWE
Czech Republic,Sweden,50758.54,2009,CZE,SWE
Finland,Sweden,25922.57,2009,FIN,SWE
France,Sweden,153378.62,2009,FRA,SWE
Germany,Sweden,363328.49,2009,DEU,SWE
Greece,Sweden,41631.28,2009,GRC,SWE
India,Sweden,314656.43,2009,IND,SWE
Indonesia,Sweden,69606.12,2009,IDN,SWE
Italy,Sweden,259569.63,2009,ITA,SWE
Japan,Sweden,873304.49,2009,JPN,SWE
Mexico,Sweden,136007.82,2009,MEX,SWE
Netherlands,Sweden,77854.24,2009,NLD,SWE
Poland,Sweden,89200.55,2009,POL,SWE
RoW Africa,Sweden,181051.87,2009,RoW Africa,SWE
RoW America,Sweden,187429.95,2009,RoW America,SWE
RoW Asia and Pacific,Sweden,307308.32,2009,RoW Asia and Pacific,SWE
RoW EU27,Sweden,157428.09,2009,RoW EU27,SWE
RoW Europe,Sweden,237100.1,2009,RoW Europe,SWE
RoW Middle East,Sweden,453449.95,2009,RoW Middle East,SWE
Russia,Sweden,247749.99,2009,RUS,SWE
Slovakia,Sweden,36429.8,2009,SVK,SWE
South Korea,Sweden,478422.53,2009,KOR,SWE
Spain,Sweden,165235.96,2009,ESP,SWE
Sweden,Sweden,47261.97,2009,SWE,SWE
Taiwan,Sweden,125573.25,2009,TWN,SWE
United Kingdom,Sweden,100446.98,2009,GBR,SWE
United States,Sweden,711470.39,2009,USA,SWE
Australia,Taiwan,127333.07,2009,AUS,TWN
Austria,Taiwan,89276.12,2009,AUT,TWN
Belgium,Taiwan,190587.9,2009,BEL,TWN
Brazil,Taiwan,275788.33,2009,BRA,TWN
Canada,Taiwan,220053.98,2009,CAN,TWN
China,Taiwan,8234222.86,2009,CHN,TWN
Czech Republic,Taiwan,93204.14,2009,CZE,TWN
Finland,Taiwan,47599.69,2009,FIN,TWN
France,Taiwan,281637.8,2009,FRA,TWN
Germany,Taiwan,667153.2,2009,DEU,TWN
Greece,Taiwan,76444.43,2009,GRC,TWN
India,Taiwan,577780.3,2009,IND,TWN
Indonesia,Taiwan,127812.56,2009,IDN,TWN
Italy,Taiwan,476628.48,2009,ITA,TWN
Japan,Taiwan,1603584.37,2009,JPN,TWN
Mexico,Taiwan,249741.09,2009,MEX,TWN
Netherlands,Taiwan,142957.98,2009,NLD,TWN
Poland,Taiwan,163792.36,2009,POL,TWN
RoW Africa,Taiwan,332452.13,2009,RoW Africa,TWN
RoW America,Taiwan,344163.74,2009,RoW America,TWN
RoW Asia and Pacific,Taiwan,564287.51,2009,RoW Asia and Pacific,TWN
RoW EU27,Taiwan,289073.54,2009,RoW EU27,TWN
RoW Europe,Taiwan,435369.35,2009,RoW Europe,TWN
RoW Middle East,Taiwan,832636.57,2009,RoW Middle East,TWN
Russia,Taiwan,454924.95,2009,RUS,TWN
Slovakia,Taiwan,66893.34,2009,SVK,TWN
South Korea,Taiwan,878491.86,2009,KOR,TWN
Spain,Taiwan,303410.56,2009,ESP,TWN
Sweden,Taiwan,86783.65,2009,SWE,TWN
Taiwan,Taiwan,230580.86,2009,TWN,TWN
United Kingdom,Taiwan,184443.35,2009,GBR,TWN
United States,Taiwan,1306420.4,2009,USA,TWN
Australia,United Kingdom,142176.95,2009,AUS,GBR
Austria,United Kingdom,99683.5,2009,AUT,GBR
Belgium,United Kingdom,212805.72,2009,BEL,GBR
Brazil,United Kingdom,307938.41,2009,BRA,GBR
Canada,United Kingdom,245706.81,2009,CAN,GBR
China,United Kingdom,9194129.12,2009,CHN,GBR
Czech Republic,United Kingdom,104069.43,2009,CZE,GBR
Finland,United Kingdom,53148.64,2009,FIN,GBR
France,United Kingdom,314469.78,2009,FRA,GBR
Germany,United Kingdom,744926.72,2009,DEU,GBR
Greece,United Kingdom,85355.96,2009,GRC,GBR
India,United Kingdom,645135.16,2009,IND,GBR
Indonesia,United Kingdom,142712.34,2009,IDN,GBR
Italy,United Kingdom,532191.55,2009,ITA,GBR
Japan,United Kingdom,1790522.56,2009,JPN,GBR
Mexico,United Kingdom,278854.71,2009,MEX,GBR
Netherlands,United Kingdom,159623.33,2009,NLD,GBR
Poland,United Kingdom,182886.49,2009,POL,GBR
RoW Africa,United Kingdom,371207.81,2009,RoW Africa,GBR
RoW America,United Kingdom,384284.7,2009,RoW America,GBR
RoW Asia and Pacific,United Kingdom,630069.45,2009,RoW Asia and Pacific,GBR
RoW EU27,United Kingdom,322772.35,2009,RoW EU27,GBR
RoW Europe,United Kingdom,486122.63,2009,RoW Europe,GBR
RoW Middle East,United Kingdom,929701.35,2009,RoW Middle East,GBR
Russia,United Kingdom,507957.93,2009,RUS,GBR
Slovakia,United Kingdom,74691.44,2009,SVK,GBR
South Korea,United Kingdom,980902.24,2009,KOR,GBR
Spain,United Kingdom,338780.71,2009,ESP,GBR
Sweden,United Kingdom,96900.47,2009,SWE,GBR
Taiwan,United Kingdom,257460.87,2009,TWN,GBR
United Kingdom,United Kingdom,205944.87,2009,GBR,GBR
United States,United Kingdom,1458716.63,2009,USA,GBR
Australia,United States,940511.82,2009,AUS,USA
Austria,United States,659414.29,2009,AUT,USA
Belgium,United States,1407726.74,2009,BEL,USA
Brazil,United States,2037037.03,2009,BRA,USA
Canada,United States,1625370.08,2009,CAN,USA
China,United States,60819894.0,2009,CHN,USA
Czech Republic,United States,688427.56,2009,CZE,USA
Finland,United States,351582.46,2009,FIN,USA
France,United States,2080242.59,2009,FRA,USA
Germany,United States,4927749.41,2009,DEU,USA
Greece,United States,564636.45,2009,GRC,USA
India,United States,4267620.32,2009,IND,USA
Indonesia,United States,944053.44,2009,IDN,USA
Italy,United States,3520489.34,2009,ITA,USA
Japan,United States,11844448.86,2009,JPN,USA
Mexico,United States,1844646.01,2009,MEX,USA
Netherlands,United States,1055921.02,2009,NLD,USA
Poland,United States,1209808.62,2009,POL,USA
RoW Africa,United States,2455569.14,2009,RoW Africa,USA
RoW America,United States,2542073.79,2009,RoW America,USA
RoW Asia and Pacific,United States,4167959.43,2009,RoW Asia and Pacific,USA
RoW EU27,United States,2135164.7,2009,RoW EU27,USA
RoW Europe,United States,3215739.78,2009,RoW Europe,USA
RoW Middle East,United States,6150048.24,2009,RoW Middle East,USA
Russia,United States,3360182.0,2009,RUS,USA
Slovakia,United States,494089.82,2009,SVK,USA
South Korea,United States,6488746.16,2009,KOR,USA
Spain,United States,2241061.32,2009,ESP,USA
Sweden,United States,641004.3,2009,SWE,USA
Taiwan,United States,1703124.07,2009,TWN,USA
United Kingdom,United States,1362341.69,2009,GBR,USA
United States,United States,9649526.32,2009,USA,USA
Australia,Australia,90020.13,2010,AUS,AUS
Austria,Australia,62689.62,2010,AUT,AUS
Belgium,Australia,133955.95,2010,BEL,AUS
Brazil,Australia,195697.55,2010,BRA,AUS
Canada,Australia,155853.21,2010,CAN,AUS
China,Australia,5899978.26,2010,CHN,AUS
Czech Republic,Australia,65733.76,2010,CZE,AUS
Finland,Australia,32785.69,2010,FIN,AUS
France,Australia,199557.71,2010,FRA,AUS
Germany,Australia,472630.0,2010,DEU,AUS
Greece,Australia,53100.27,2010,GRC,AUS
India,Australia,408388.79,2010,IND,AUS
Indonesia,Australia,90542.77,2010,IDN,AUS
Italy,Australia,336664.74,2010,ITA,AUS
Japan,Australia,1132435.88,2010,JPN,AUS
Mexico,Australia,176800.24,2010,MEX,AUS
Netherlands,Australia,100519.17,2010,NLD,AUS
Poland,Australia,115271.67,2010,POL,AUS
RoW Africa,Australia,237184.98,2010,RoW Africa,AUS
RoW America,Australia,245620.32,2010,RoW America,AUS
RoW Asia and Pacific,Australia,400048.79,2010,RoW Asia and Pacific,AUS
RoW EU27,Australia,204683.19,2010,RoW EU27,AUS
RoW Europe,Australia,310224.4,2010,RoW Europe,AUS
RoW Middle East,Australia,593959.76,2010,RoW Middle East,AUS
Russia,Australia,321303.59,2010,RUS,AUS
Slovakia,Australia,46725.29,2010,SVK,AUS
South Korea,Australia,624925.38,2010,KOR,AUS
Spain,Australia,213882.71,2010,ESP,AUS
Sweden,Australia,59926.4,2010,SWE,AUS
Taiwan,Australia,164489.16,2010,TWN,AUS
United Kingdom,Australia,130331.86,2010,GBR,AUS
United States,Australia,930789.91,2010,USA,AUS
Australia,Austria,67521.06,2010,AUS,AUT
Austria,Austria,47021.36,2010,AUT,AUT
Belgium,Austria,100475.84,2010,BEL,AUT
Brazil,Austria,146786.13,2010,BRA,AUT
Canada,Austria,116900.23,2010,CAN,AUT
China,Austria,4425374.53,2010,CHN,AUT
Czech Republic,Austria,49304.67,2010,CZE,AUT
Finland,Austria,24591.44,2010,FIN,AUT
France,Austria,149681.5,2010,FRA,AUT
Germany,Austria,354503.81,2010,DEU,AUT
Greece,Austria,39828.72,2010,GRC,AUT
India,Austria,306318.64,2010,IND,AUT
Indonesia,Austria,67913.08,2010,IDN,AUT
Italy,Austria,252520.86,2010,ITA,AUT
Japan,Austria,849401.93,2010,JPN,AUT
Mexico,Austria,132611.89,2010,MEX,AUT
Netherlands,Austria,75396.03,2010,NLD,AUT
Poland,Austria,86461.39,2010,POL,AUT
RoW Africa,Austria,177904.44,2010,RoW Africa,AUT
RoW America,Austria,184231.51,2010,RoW America,AUT
RoW Asia and Pacific,Austria,300063.09,2010,RoW Asia and Pacific,AUT
RoW EU27,Austria,153525.95,2010,RoW EU27,AUT
RoW Europe,Austria,232688.85,2010,RoW Europe,AUT
RoW Middle East,Austria,445509.17,2010,RoW Middle East,AUT
Russia,Austria,240998.98,2010,RUS,AUT
Slovakia,Austria,35047.06,2010,SVK,AUT
South Korea,Austria,468735.43,2010,KOR,AUT
Spain,Austria,160426.2,2010,ESP,AUT
Sweden,Austria,44948.77,2010,SWE,AUT
Taiwan,Austria,123377.77,2010,TWN,AUT
United Kingdom,Austria,97757.53,2010,GBR,AUT
United States,Austria,698154.09,2010,USA,AUT
Australia,Belgium,147719.37,2010,AUS,BEL
Austria,Belgium,102871.11,2010,AUT,BEL
Belgium,Belgium,219816.28,2010,BEL,BEL
Brazil,Belgium,321131.73,2010,BRA,BEL
Canada,Belgium,255748.79,2010,CAN,BEL
China,Belgium,9681624.8,2010,CHN,BEL
Czech Republic,Belgium,107866.42,2010,CZE,BEL
Finland,Belgium,53799.98,2010,FIN,BEL
France,Belgium,327466.09,2010,FRA,BEL
Germany,Belgium,775566.64,2010,DEU,BEL
Greece,Belgium,87135.39,2010,GRC,BEL
India,Belgium,670149.42,2010,IND,BEL
Indonesia,Belgium,148577.01,2010,IDN,BEL
Italy,Belgium,552453.17,2010,ITA,BEL
Japan,Belgium,1858281.3,2010,JPN,BEL
Mexico,Belgium,290122.02,2010,MEX,BEL
Netherlands,Belgium,164947.87,2010,NLD,BEL
Poland,Belgium,189156.13,2010,POL,BEL
RoW Africa,Belgium,389210.92,2010,RoW Africa,BEL
RoW America,Belgium,403052.97,2010,RoW America,BEL
RoW Asia and Pacific,Belgium,656463.82,2010,RoW Asia and Pacific,BEL
RoW EU27,Belgium,335876.81,2010,RoW EU27,BEL
RoW Europe,Belgium,509065.65,2010,RoW Europe,BEL
RoW Middle East,Belgium,974663.86,2010,RoW Middle East,BEL
Russia,Belgium,527246.15,2010,RUS,BEL
Slovakia,Belgium,76674.31,2010,SVK,BEL
South Korea,Belgium,1025477.18,2010,KOR,BEL
Spain,Belgium,350972.85,2010,ESP,BEL
Sweden,Belgium,98336.79,2010,SWE,BEL
Taiwan,Belgium,269920.03,2010,TWN,BEL
United Kingdom,Belgium,213869.3,2010,GBR,BEL
United States,Belgium,1527388.46,2010,USA,BEL
Australia,Brazil,202696.47,2010,AUS,BRA
Austria,Brazil,141156.92,2010,AUT,BRA
Belgium,Brazil,301625.87,2010,BEL,BRA
Brazil,Brazil,440648.15,2010,BRA,BRA
Canada,Brazil,350931.47,2010,CAN,BRA
China,Brazil,13284859.79,2010,CHN,BRA
Czech Republic,Brazil,148011.35,2010,CZE,BRA
Finland,Brazil,73822.85,2010,FIN,BRA
France,Brazil,449339.99,2010,FRA,BRA
Germany,Brazil,1064211.26,2010,DEU,BRA
Greece,Brazil,119564.8,2010,GRC,BRA
India,Brazil,919560.64,2010,IND,BRA
Indonesia,Brazil,203873.3,2010,IDN,BRA
Italy,Brazil,758061.07,2010,ITA,BRA
Japan,Brazil,2549882.6,2010,JPN,BRA
Mexico,Brazil,398097.48,2010,MEX,BRA
Netherlands,Brazil,226336.94,2010,NLD,BRA
Poland,Brazil,259554.85,2010,POL,BRA
RoW Africa,Brazil,534064.54,2010,RoW Africa,BRA
RoW America,Brazil,553058.22,2010,RoW America,BRA
RoW Asia and Pacific,Brazil,900781.64,2010,RoW Asia and Pacific,BRA
RoW EU27,Brazil,460880.94,2010,RoW EU27,BRA
RoW Europe,Brazil,698525.91,2010,RoW Europe,BRA
RoW Middle East,Brazil,1337406.99,2010,RoW Middle East,BRA
Russia,Brazil,723472.69,2010,RUS,BRA
Slovakia,Brazil,105210.38,2010,SVK,BRA
South Korea,Brazil,1407131.64,2010,KOR,BRA
Spain,Brazil,481595.31,2010,ESP,BRA
Sweden,Brazil,134935.05,2010,SWE,BRA
Taiwan,Brazil,370376.86,2010,TWN,BRA
United Kingdom,Brazil,293465.58,2010,GBR,BRA
United States,Brazil,2095840.52,2010,USA,BRA
Australia,Canada,168065.12,2010,AUS,CAN
Austria,Canada,117039.81,2010,AUT,CAN
Belgium,Canada,250092.12,2010,BEL,CAN
Brazil,Canada,365362.0,2010,BRA,CAN
Canada,Canada,290973.7,2010,CAN,CAN
China,Canada,11015098.72,2010,CHN,CAN
Czech Republic,Canada,122723.13,2010,CZE,CAN
Finland,Canada,61209.98,2010,FIN,CAN
France,Canada,372568.8,2010,FRA,CAN
Germany,Canada,882387.34,2010,DEU,CAN
Greece,Canada,99136.76,2010,GRC,CAN
India,Canada,762450.74,2010,IND,CAN
Indonesia,Canada,169040.89,2010,IDN,CAN
Italy,Canada,628543.9,2010,ITA,CAN
Japan,Canada,2114226.94,2010,JPN,CAN
Mexico,Canada,330081.24,2010,MEX,CAN
Netherlands,Canada,187666.54,2010,NLD,CAN
Poland,Canada,215209.07,2010,POL,CAN
RoW Africa,Canada,442817.89,2010,RoW Africa,CAN
RoW America,Canada,458566.44,2010,RoW America,CAN
RoW Asia and Pacific,Canada,746880.2,2010,RoW Asia and Pacific,CAN
RoW EU27,Canada,382137.95,2010,RoW EU27,CAN
RoW Europe,Canada,579180.51,2010,RoW Europe,CAN
RoW Middle East,Canada,1108906.7,2010,RoW Middle East,CAN
Russia,Canada,599865.05,2010,RUS,CAN
Slovakia,Canada,87234.85,2010,SVK,CAN
South Korea,Canada,1166718.66,2010,KOR,CAN
Spain,Canada,399313.2,2010,ESP,CAN
Sweden,Canada,111880.96,2010,SWE,CAN
Taiwan,Canada,307096.78,2010,TWN,CAN
United Kingdom,Canada,243326.04,2010,GBR,CAN
United States,Canada,1737759.42,2010,USA,CAN
Australia,China,5235514.5,2010,AUS,CHN
Austria,China,3645989.02,2010,AUT,CHN
Belgium,China,7790794.79,2010,BEL,CHN
Brazil,China,11381647.64,2010,BRA,CHN
Canada,China,9064325.57,2010,CAN,CHN
China,China,343139061.25,2010,CHN,CHN
Czech Republic,China,3823034.29,2010,CZE,CHN
Finland,China,1906795.02,2010,FIN,CHN
France,China,11606151.9,2010,FRA,CHN
Germany,China,27487866.49,2010,DEU,CHN
Greece,China,3088278.85,2010,GRC,CHN
India,China,23751637.43,2010,IND,CHN
Indonesia,China,5265911.28,2010,IDN,CHN
Italy,China,19580211.53,2010,ITA,CHN
Japan,China,65861765.53,2010,JPN,CHN
Mexico,China,10282592.1,2010,MEX,CHN
Netherlands,China,5846132.06,2010,NLD,CHN
Poland,China,6704128.44,2010,POL,CHN
RoW Africa,China,13794530.54,2010,RoW Africa,CHN
RoW America,China,14285124.59,2010,RoW America,CHN
RoW Asia and Pacific,China,23266588.53,2010,RoW Asia and Pacific,CHN
RoW EU27,China,11904247.09,2010,RoW EU27,CHN
RoW Europe,China,18042457.95,2010,RoW Europe,CHN
RoW Middle East,China,34544329.98,2010,RoW Middle East,CHN
Russia,China,18686816.74,2010,RUS,CHN
Slovakia,China,2717513.88,2010,SVK,CHN
South Korea,China,36345270.93,2010,KOR,CHN
Spain,China,12439285.33,2010,ESP,CHN
Sweden,China,3485282.23,2010,SWE,CHN
Taiwan,China,9566587.08,2010,TWN,CHN
United Kingdom,China,7580020.1,2010,GBR,CHN
United States,China,54134161.71,2010,USA,CHN
Australia,Czech Republic,71917.28,2010,AUS,CZE
Austria,Czech Republic,50082.88,2010,AUT,CZE
Belgium,Czech Republic,107017.71,2010,BEL,CZE
Brazil,Czech Republic,156343.22,2010,BRA,CZE
Canada,Czech Republic,124511.48,2010,CAN,CZE
China,Czech Republic,4713505.99,2010,CHN,CZE
Czech Republic,Czech Republic,52514.85,2010,CZE,CZE
Finland,Czech Republic,26192.56,2010,FIN,CZE
France,Czech Republic,159427.1,2010,FRA,CZE
Germany,Czech Republic,377585.18,2010,DEU,CZE
Greece,Czech Republic,42421.93,2010,GRC,CZE
India,Czech Republic,326262.73,2010,IND,CZE
Indonesia,Czech Republic,72334.83,2010,IDN,CZE
Italy,Czech Republic,268962.22,2010,ITA,CZE
Japan,Czech Republic,904705.59,2010,JPN,CZE
Mexico,Czech Republic,141246.12,2010,MEX,CZE
Netherlands,Czech Republic,80304.99,2010,NLD,CZE
Poland,Czech Republic,92090.8,2010,POL,CZE
RoW Africa,Czech Republic,189487.62,2010,RoW Africa,CZE
RoW America,Czech Republic,196226.63,2010,RoW America,CZE
RoW Asia and Pacific,Czech Republic,319599.88,2010,RoW Asia and Pacific,CZE
RoW EU27,Czech Republic,163521.87,2010,RoW EU27,CZE
RoW Europe,Czech Republic,247838.98,2010,RoW Europe,CZE
RoW Middle East,Czech Republic,474515.8,2010,RoW Middle East,CZE
Russia,Czech Republic,256690.17,2010,RUS,CZE
Slovakia,Czech Republic,37328.94,2010,SVK,CZE
South Korea,Czech Republic,499254.3,2010,KOR,CZE
Spain,Czech Republic,170871.38,2010,ESP,CZE
Sweden,Czech Republic,47875.34,2010,SWE,CZE
Taiwan,Czech Republic,131410.76,2010,TWN,CZE
United Kingdom,Czech Republic,104122.42,2010,GBR,CZE
United States,Czech Republic,743610.17,2010,USA,CZE
Australia,Finland,39553.59,2010,AUS,FIN
Austria,Finland,27544.94,2010,AUT,FIN
Belgium,Finland,58858.37,2010,BEL,FIN
Brazil,Finland,85986.77,2010,BRA,FIN
Canada,Finland,68479.72,2010,CAN,FIN
China,Finland,2592368.05,2010,CHN,FIN
Czech Republic,Finland,28882.49,2010,CZE,FIN
Finland,Finland,14405.57,2010,FIN,FIN
France,Finland,87682.87,2010,FRA,FIN
Germany,Finland,207667.02,2010,DEU,FIN
Greece,Finland,23331.52,2010,GRC,FIN
India,Finland,179440.33,2010,IND,FIN
Indonesia,Finland,39783.23,2010,IDN,FIN
Italy,Finland,147925.78,2010,ITA,FIN
Japan,Finland,497576.51,2010,JPN,FIN
Mexico,Finland,77683.56,2010,MEX,FIN
Netherlands,Finland,44166.72,2010,NLD,FIN
Poland,Finland,50648.76,2010,POL,FIN
RoW Africa,Finland,104215.77,2010,RoW Africa,FIN
RoW America,Finland,107922.14,2010,RoW America,FIN
RoW Asia and Pacific,Finland,175775.85,2010,RoW Asia and Pacific,FIN
RoW EU27,Finland,89934.94,2010,RoW EU27,FIN
RoW Europe,Finland,136308.27,2010,RoW Europe,FIN
RoW Middle East,Finland,260977.63,2010,RoW Middle East,FIN
Russia,Finland,141176.31,2010,RUS,FIN
Slovakia,Finland,20530.44,2010,SVK,FIN
South Korea,Finland,274583.48,2010,KOR,FIN
Spain,Finland,93977.08,2010,ESP,FIN
Sweden,Finland,26330.82,2010,SWE,FIN
Taiwan,Finland,72274.24,2010,TWN,FIN
United Kingdom,Finland,57266.0,2010,GBR,FIN
United States,Finland,408976.09,2010,USA,FIN
Australia,France,233700.21,2010,AUS,FRA
Austria,France,162747.79,2010,AUT,FRA
Belgium,France,347761.51,2010,BEL,FRA
Brazil,France,508048.16,2010,BRA,FRA
Canada,France,404608.72,2010,CAN,FRA
China,France,15316865.68,2010,CHN,FRA
Czech Republic,France,170650.65,2010,CZE,FRA
Finland,France,85114.54,2010,FIN,FRA
France,France,518069.46,2010,FRA,FRA
Germany,France,1226989.31,2010,DEU,FRA
Greece,France,137853.01,2010,GRC,FRA
India,France,1060213.43,2010,IND,FRA
Indonesia,France,235057.05,2010,IDN,FRA
Italy,France,874011.45,2010,ITA,FRA
Japan,France,2939903.76,2010,JPN,FRA
Mexico,France,458989.08,2010,MEX,FRA
Netherlands,France,260956.65,2010,NLD,FRA
Poland,France,299255.45,2010,POL,FRA
RoW Africa,France,615753.19,2010,RoW Africa,FRA
RoW America,France,637652.08,2010,RoW America,FRA
RoW Asia and Pacific,France,1038562.06,2010,RoW Asia and Pacific,FRA
RoW EU27,France,531375.68,2010,RoW EU27,FRA
RoW Europe,France,805370.0,2010,RoW Europe,FRA
RoW Middle East,France,1541972.11,2010,RoW Middle East,FRA
Russia,France,834132.56,2010,RUS,FRA
Slovakia,France,121302.99,2010,SVK,FRA
South Korea,France,1622361.59,2010,KOR,FRA
Spain,France,555258.45,2010,ESP,FRA
Sweden,France,155574.24,2010,SWE,FRA
Taiwan,France,427028.41,2010,TWN,FRA
United Kingdom,France,338353.06,2010,GBR,FRA
United States,France,2416412.99,2010,USA,FRA
Australia,Germany,526400.32,2010,AUS,DEU
Austria,Germany,366582.84,2010,AUT,DEU
Belgium,Germany,783318.78,2010,BEL,DEU
Brazil,Germany,1144358.01,2010,BRA,DEU
Canada,Germany,911364.84,2010,CAN,DEU
China,Germany,34500622.77,2010,CHN,DEU
Czech Republic,Germany,384383.71,2010,CZE,DEU
Finland,Germany,191717.07,2010,FIN,DEU
France,Germany,1166930.59,2010,FRA,DEU
Germany,Germany,2763743.97,2010,DEU,DEU
Greece,Germany,310508.35,2010,GRC,DEU
