exporter,importer,tonnes,year,yearly_share,total_source_1,exp_ISO3,imp_ISO3
RoW Europe,Spain,301974.43770107854,2011,0.00020437776055531092,1477530808.0516665,RoW Europe,ESP
RoW Middle East,Spain,176571.12769697973,2011,0.00011950419357401675,1477530808.0516665,RoW Middle East,ESP
Russia,Spain,658188.2272031027,2011,0.0004454649768494621,1477530808.0516665,RUS,ESP
Slovakia,Spain,80460.88968888146,2011,5.445631945568738e-05,1477530808.0516665,SVK,ESP
South Korea,Spain,1016447.5056651836,2011,0.0006879365899689859,1477530808.0516665,KOR,ESP
Spain,Spain,205064.81916669375,2011,0.00013878886182894606,1477530808.0516665,ESP,ESP
Sweden,Spain,65726.46402902919,2011,4.448398887580478e-05,1477530808.0516665,SWE,ESP
Taiwan,Spain,275022.7958068351,2011,0.0001861367589143482,1477530808.0516665,TWN,ESP
United Kingdom,Spain,131607.19052724447,2011,8.907238333716181e-05,1477530808.0516665,GBR,ESP
United States,Spain,1132170.1565258761,2011,0.0007662582400016435,1477530808.0516665,USA,ESP
Australia,Sweden,29366.968200897758,2011,1.9875706171989918e-05,1477530808.0516665,AUS,SWE
Austria,Sweden,36861.13484836516,2011,2.4947794419915874e-05,1477530808.0516665,AUT,SWE
Belgium,Sweden,35589.34621751191,2011,2.4087041720938128e-05,1477530808.0516665,BEL,SWE
Brazil,Sweden,90306.4009445747,2011,6.111980911156531e-05,1477530808.0516665,BRA,SWE
Canada,Sweden,55291.927318091795,2011,3.7421843941786924e-05,1477530808.0516665,CAN,SWE
China,Sweden,2433557.3149423194,2011,0.0016470433656481987,1477530808.0516665,CHN,SWE
Czech Republic,Sweden,19392.393325687703,2011,1.3124865633941887e-05,1477530808.0516665,CZE,SWE
Finland,Sweden,17832.627664887717,2011,1.2069208687704157e-05,1477530808.0516665,FIN,SWE
France,Sweden,75765.57696526275,2011,5.127850908582434e-05,1477530808.0516665,FRA,SWE
Germany,Sweden,193775.2969262924,2011,0.00013114805855169446,1477530808.0516665,DEU,SWE
Greece,Sweden,8460.737259193069,2011,5.7262679147447e-06,1477530808.0516665,GRC,SWE
India,Sweden,212371.04152854782,2011,0.0001437337484749906,1477530808.0516665,IND,SWE
Indonesia,Sweden,16803.869467820914,2011,1.1372940162228626e-05,1477530808.0516665,IDN,SWE
Italy,Sweden,107166.47553702391,2011,7.253078917409383e-05,1477530808.0516665,ITA,SWE
Japan,Sweden,473595.05102747877,2011,0.0003205314220499949,1477530808.0516665,JPN,SWE
Mexico,Sweden,59183.902464607665,2011,4.005595155247559e-05,1477530808.0516665,MEX,SWE
Netherlands,Sweden,33626.39896200323,2011,2.2758509520586172e-05,1477530808.0516665,NLD,SWE
Poland,Sweden,29211.299197061307,2011,1.9770348636980734e-05,1477530808.0516665,POL,SWE
RoW Africa,Sweden,32458.431342141714,2011,2.1968023384191055e-05,1477530808.0516665,RoW Africa,SWE
RoW America,Sweden,35888.00665953627,2011,2.428917655318449e-05,1477530808.0516665,RoW America,SWE
RoW Asia and Pacific,Sweden,131113.8969459362,2011,8.87385198545054e-05,1477530808.0516665,RoW Asia and Pacific,SWE
RoW EU27,Sweden,41150.252867490846,2011,2.7850690248383572e-05,1477530808.0516665,RoW EU27,SWE
RoW Europe,Sweden,84420.72856946079,2011,5.7136357569952444e-05,1477530808.0516665,RoW Europe,SWE
RoW Middle East,Sweden,49362.66487134701,2011,3.340889042878143e-05,1477530808.0516665,RoW Middle East,SWE
Russia,Sweden,184004.75084183065,2011,0.00012453530568642894,1477530808.0516665,RUS,SWE
Slovakia,Sweden,22493.845988581757,2011,1.5223943802730637e-05,1477530808.0516665,SVK,SWE
South Korea,Sweden,284160.6075903847,2011,0.00019232127414323813,1477530808.0516665,KOR,SWE
Spain,Sweden,57328.43321018161,2011,3.880016098329433e-05,1477530808.0516665,ESP,SWE
Sweden,Sweden,18374.65610901459,2011,1.24360561613224e-05,1477530808.0516665,SWE,SWE
Taiwan,Sweden,76886.05997532821,2011,5.20368574085527e-05,1477530808.0516665,TWN,SWE
United Kingdom,Sweden,36792.43344477659,2011,2.490129697755177e-05,1477530808.0516665,GBR,SWE
United States,Sweden,316512.32358578756,2011,0.00021421707206440848,1477530808.0516665,USA,SWE
Australia,Taiwan,122095.09049633707,2011,8.26345480114467e-05,1477530808.0516665,AUS,TWN
Austria,Taiwan,153252.58355840505,2011,0.00010372209007302546,1477530808.0516665,AUT,TWN
Belgium,Taiwan,147965.03222927428,2011,0.00010014344974937417,1477530808.0516665,BEL,TWN
Brazil,Taiwan,375454.7896892125,2011,0.00025410961831943306,1477530808.0516665,BRA,TWN
Canada,Taiwan,229879.82240427218,2011,0.00015558377608883924,1477530808.0516665,CAN,TWN
China,Taiwan,10117674.529048316,2011,0.006847691076160978,1477530808.0516665,CHN,TWN
Czech Republic,Taiwan,80625.14167971765,2011,5.456748599782722e-05,1477530808.0516665,CZE,TWN
Finland,Taiwan,74140.3105486119,2011,5.0178520911097887e-05,1477530808.0516665,FIN,TWN
France,Taiwan,315000.3613493044,2011,0.00021319376870704775,1477530808.0516665,FRA,TWN
Germany,Taiwan,805633.5292509071,2011,0.0005452566706972756,1477530808.0516665,DEU,TWN
Greece,Taiwan,35176.081332176436,2011,2.380734204693916e-05,1477530808.0516665,GRC,TWN
India,Taiwan,882946.5631359629,2011,0.0005975825061138678,1477530808.0516665,IND,TWN
Indonesia,Taiwan,69863.18245597236,2011,4.728373992288991e-05,1477530808.0516665,IDN,TWN
Italy,Taiwan,445551.66944015806,2011,0.0003015515257023175,1477530808.0516665,ITA,TWN
Japan,Taiwan,1969002.5622138972,2011,0.0013326304612289648,1477530808.0516665,JPN,TWN
Mexico,Taiwan,246060.97209789147,2011,0.00016653525649482578,1477530808.0516665,MEX,TWN
Netherlands,Taiwan,139803.9618657887,2011,9.461999783959835e-05,1477530808.0516665,NLD,TWN
Poland,Taiwan,121447.90327048437,2011,8.219652856554012e-05,1477530808.0516665,POL,TWN
RoW Africa,Taiwan,134948.07289522007,2011,9.133350868884298e-05,1477530808.0516665,RoW Africa,TWN
RoW America,Taiwan,149206.73977240518,2011,0.00010098384342263252,1477530808.0516665,RoW America,TWN
RoW Asia and Pacific,Taiwan,545114.6312003632,2011,0.0003689362199622585,1477530808.0516665,RoW Asia and Pacific,TWN
RoW EU27,Taiwan,171084.89240877202,2011,0.00011579108298551938,1477530808.0516665,RoW EU27,TWN
RoW Europe,Taiwan,350984.737511818,2011,0.00023754816860613624,1477530808.0516665,RoW Europe,TWN
RoW Middle East,Taiwan,205228.52729746513,2011,0.00013889966028396254,1477530808.0516665,RoW Middle East,TWN
Russia,Taiwan,765011.8396024903,2011,0.0005177637145930424,1477530808.0516665,RUS,TWN
Slovakia,Taiwan,93519.64498147917,2011,6.329454822319276e-05,1477530808.0516665,SVK,TWN
South Korea,Taiwan,1181416.4040870294,2011,0.0007995883386315945,1477530808.0516665,KOR,TWN
Spain,Taiwan,238346.72966213146,2011,0.00016131421988853508,1477530808.0516665,ESP,TWN
Sweden,Taiwan,76393.84161161933,2011,5.170372163837005e-05,1477530808.0516665,SWE,TWN
Taiwan,Taiwan,319658.85412140924,2011,0.00021634665915557096,1477530808.0516665,TWN,TWN
United Kingdom,Taiwan,152966.96950667087,2011,0.00010352878510085315,1477530808.0516665,GBR,TWN
United States,Taiwan,1315920.7871896105,2011,0.0008906215559219631,1477530808.0516665,USA,TWN
Australia,United Kingdom,55535.67664736619,2011,3.75868146672338e-05,1477530808.0516665,AUS,GBR
Austria,United Kingdom,69707.85102045201,2011,4.71786108557504e-05,1477530808.0516665,AUT,GBR
Belgium,United Kingdom,67302.7767885825,2011,4.555084497854277e-05,1477530808.0516665,BEL,GBR
Brazil,United Kingdom,170777.84276896642,2011,0.00011558327030362309,1477530808.0516665,BRA,GBR
Canada,United Kingdom,104562.20474233823,2011,7.076820609934916e-05,1477530808.0516665,CAN,GBR
China,United Kingdom,4602084.393842744,2011,0.003114712985180487,1477530808.0516665,CHN,GBR
Czech Republic,United Kingdom,36672.8279893753,2011,2.4820347426618883e-05,1477530808.0516665,CZE,GBR
Finland,United Kingdom,33723.16229468271,2011,2.2823999412338127e-05,1477530808.0516665,FIN,GBR
France,United Kingdom,143279.784042487,2011,9.697245110673643e-05,1477530808.0516665,FRA,GBR
Germany,United Kingdom,366447.19800922554,2011,0.00024801323668671114,1477530808.0516665,DEU,GBR
Greece,United Kingdom,16000.050543304389,2011,1.0828911624795641e-05,1477530808.0516665,GRC,GBR
India,United Kingdom,401613.4898602355,2011,0.0002718139531654299,1477530808.0516665,IND,GBR
Indonesia,United Kingdom,31777.68107389891,2011,2.15072883087983e-05,1477530808.0516665,IDN,GBR
Italy,United Kingdom,202661.8266061068,2011,0.00013716250483693473,1477530808.0516665,ITA,GBR
Japan,United Kingdom,895612.5201852042,2011,0.0006061548871296945,1477530808.0516665,JPN,GBR
Mexico,United Kingdom,111922.29425566843,2011,7.574955029415178e-05,1477530808.0516665,MEX,GBR
Netherlands,United Kingdom,63590.663041889246,2011,4.303846843352291e-05,1477530808.0516665,NLD,GBR
Poland,United Kingdom,55241.30457320915,2011,3.7387582223109534e-05,1477530808.0516665,POL,GBR
RoW Africa,United Kingdom,61381.93479594453,2011,4.154359046961958e-05,1477530808.0516665,RoW Africa,GBR
RoW America,United Kingdom,67867.57234024983,2011,4.593310134070424e-05,1477530808.0516665,RoW America,GBR
RoW Asia and Pacific,United Kingdom,247948.62911638277,2011,0.00016781283189846858,1477530808.0516665,RoW Asia and Pacific,GBR
RoW EU27,United Kingdom,77818.98002695221,2011,5.2668262213474625e-05,1477530808.0516665,RoW EU27,GBR
RoW Europe,United Kingdom,159647.49024086463,2011,0.00010805019385780689,1477530808.0516665,RoW Europe,GBR
RoW Middle East,United Kingdom,93349.41678119524,2011,6.317933695358248e-05,1477530808.0516665,RoW Middle East,GBR
Russia,United Kingdom,347970.18368525564,2011,0.00023550790399024137,1477530808.0516665,RUS,GBR
Slovakia,United Kingdom,42537.96495859399,2011,2.878990050616022e-05,1477530808.0516665,SVK,GBR
South Korea,United Kingdom,537374.2709789623,2011,0.00036369750671227377,1477530808.0516665,KOR,GBR
Spain,United Kingdom,108413.42789158438,2011,7.337473256110499e-05,1477530808.0516665,ESP,GBR
Sweden,United Kingdom,34748.18848647724,2011,2.3517742098587874e-05,1477530808.0516665,SWE,GBR
Taiwan,United Kingdom,145398.73161888312,2011,9.840656507908077e-05,1477530808.0516665,TWN,GBR
United Kingdom,United Kingdom,69577.93722887986,2011,4.709068457301965e-05,1477530808.0516665,GBR,GBR
United States,United Kingdom,598554.3899320085,2011,0.00040510450724292316,1477530808.0516665,USA,GBR
Australia,United States,518444.84009625606,2011,0.00035088597629980993,1477530808.0516665,AUS,USA
Austria,United States,650747.0025198747,2011,0.0004404287199790959,1477530808.0516665,AUT,USA
Belgium,United States,628294.7962082087,2011,0.0004252329581111776,1477530808.0516665,BEL,USA
Brazil,United States,1594270.5125406894,2011,0.0010790099968493792,1477530808.0516665,BRA,USA
Canada,United States,976124.5139663818,2011,0.0006606457940823178,1477530808.0516665,CAN,USA
China,United States,42962057.16638123,2011,0.02907692816438311,1477530808.0516665,CHN,USA
Czech Republic,United States,342353.57826312253,2011,0.00023170655826430054,1477530808.0516665,CZE,USA
Finland,United States,314817.4305783114,2011,0.00021306996027611956,1477530808.0516665,FIN,USA
France,United States,1337566.5990555335,2011,0.0009052715461272205,1477530808.0516665,FRA,USA
Germany,United States,3420911.964130532,2011,0.0023152897695862523,1477530808.0516665,DEU,USA
Greece,United States,149366.0282587419,2011,0.00010109165064091092,1477530808.0516665,GRC,USA
India,United States,3749201.508655754,2011,0.0025374777217671736,1477530808.0516665,IND,USA
Indonesia,United States,296655.71131283074,2011,0.00020077802080080705,1477530808.0516665,IDN,USA
Italy,United States,1891918.5746825705,2011,0.0012804596454928294,1477530808.0516665,ITA,USA
Japan,United States,8360854.113885055,2011,0.005658666518710378,1477530808.0516665,JPN,USA
Mexico,United States,1044833.5128420664,2011,0.0007071483769734908,1477530808.0516665,MEX,USA
Netherlands,United States,593640.933061017,2011,0.0004017790558586163,1477530808.0516665,NLD,USA
Poland,United States,515696.7526963876,2011,0.0003490260574508133,1477530808.0516665,POL,USA
RoW Africa,United States,573021.6851981061,2011,0.0003878238491376815,1477530808.0516665,RoW Africa,USA
RoW America,United States,633567.3695061294,2011,0.00042880146123083394,1477530808.0516665,RoW America,USA
RoW Asia and Pacific,United States,2314686.6394936433,2011,0.001566591117342511,1477530808.0516665,RoW Asia and Pacific,USA
RoW EU27,United States,726467.2328080101,2011,0.0004916765382144281,1477530808.0516665,RoW EU27,USA
RoW Europe,United States,1490364.8281630173,2011,0.0010086861269094445,1477530808.0516665,RoW Europe,USA
RoW Middle East,United States,871449.2425919505,2011,0.0005898010639392891,1477530808.0516665,RoW Middle East,USA
Russia,United States,3248422.574983829,2011,0.00219854811641277,1477530808.0516665,RUS,USA
Slovakia,United States,397106.7090411507,2011,0.000268763742100777,1477530808.0516665,SVK,USA
South Korea,United States,5016575.5961066475,2011,0.0033952426364102094,1477530808.0516665,KOR,USA
Spain,United States,1012077.0274306161,2011,0.0006849786291530414,1477530808.0516665,ESP,USA
Sweden,United States,324386.44212680485,2011,0.00021954631359230627,1477530808.0516665,SWE,USA
Taiwan,United States,1357347.6710408684,2011,0.0009186594713586538,1477530808.0516665,TWN,USA
United Kingdom,United States,649534.2008266249,2011,0.00043960788992489957,1477530808.0516665,GBR,USA
United States,United States,5587713.262522558,2011,0.0037817913725201767,1477530808.0516665,USA,USA
Australia,Australia,37884.085854691104,2012,2.5019524884283063e-05,1514180865.9399998,AUS,AUS
Austria,Australia,56156.01279221142,2012,3.708672725655525e-05,1514180865.9399998,AUT,AUS
Belgium,Australia,51272.01916807398,2012,3.3861225116092346e-05,1514180865.9399998,BEL,AUS
Brazil,Australia,134262.0199788636,2012,8.86697375452001e-05,1514180865.9399998,BRA,AUS
Canada,Australia,85273.83262741624,2012,5.6316807684977874e-05,1514180865.9399998,CAN,AUS
China,Australia,3675956.684904788,2012,0.0024276866572493392,1514180865.9399998,CHN,AUS
Czech Republic,Australia,28694.882807391194,2012,1.8950763051399068e-05,1514180865.9399998,CZE,AUS
Finland,Australia,25992.96060926488,2012,1.716635125561999e-05,1514180865.9399998,FIN,AUS
France,Australia,114841.02864941652,2012,7.58436665213858e-05,1514180865.9399998,FRA,AUS
Germany,Australia,291027.4535849009,2012,0.00019220124895993304,1514180865.9399998,DEU,AUS
Greece,Australia,11366.747526622,2012,7.506862477466027e-06,1514180865.9399998,GRC,AUS
India,Australia,328361.30441512336,2012,0.0002168573859314207,1514180865.9399998,IND,AUS
Indonesia,Australia,21761.844771176406,2012,1.4372024677294217e-05,1514180865.9399998,IDN,AUS
Italy,Australia,163475.20621218532,2012,0.00010796280014455228,1514180865.9399998,ITA,AUS
Japan,Australia,718139.1638588316,2012,0.00047427568265632033,1514180865.9399998,JPN,AUS
Mexico,Australia,90075.14553455405,2012,5.948770557118063e-05,1514180865.9399998,MEX,AUS
Netherlands,Australia,51660.05139083765,2012,3.4117490554054265e-05,1514180865.9399998,NLD,AUS
Poland,Australia,44398.05522855392,2012,2.932150063921969e-05,1514180865.9399998,POL,AUS
RoW Africa,Australia,50209.766012300955,2012,3.3159688609016236e-05,1514180865.9399998,RoW Africa,AUS
RoW America,Australia,54862.27153201839,2012,3.623231066122344e-05,1514180865.9399998,RoW America,AUS
RoW Asia and Pacific,Australia,202127.51747760043,2012,0.0001334896788252044,1514180865.9399998,RoW Asia and Pacific,AUS
RoW EU27,Australia,63054.00535554128,2012,4.16423207913128e-05,1514180865.9399998,RoW EU27,AUS
RoW Europe,Australia,129103.57062071543,2012,8.526297850195607e-05,1514180865.9399998,RoW Europe,AUS
RoW Middle East,Australia,75905.93667175744,2012,5.0130032930138254e-05,1514180865.9399998,RoW Middle East,AUS
Russia,Australia,283656.7467621556,2012,0.00018733346401525304,1514180865.9399998,RUS,AUS
Slovakia,Australia,34308.54606748601,2012,2.265815586448277e-05,1514180865.9399998,SVK,AUS
South Korea,Australia,431752.0224499534,2012,0.0002851390029829249,1514180865.9399998,KOR,AUS
Spain,Australia,80406.6040516102,2012,5.3102377569468205e-05,1514180865.9399998,ESP,AUS
Sweden,Australia,27236.7008481187,2012,1.798774602214394e-05,1514180865.9399998,SWE,AUS
Taiwan,Australia,117496.28749028791,2012,7.759726075877104e-05,1514180865.9399998,TWN,AUS
United Kingdom,Australia,54721.74436488375,2012,3.613950327586039e-05,1514180865.9399998,GBR,AUS
United States,Australia,485390.95697318105,2012,0.00032056339364178367,1514180865.9399998,USA,AUS
Australia,Austria,42842.8188571449,2012,2.8294386635607218e-05,1514180865.9399998,AUS,AUT
Austria,Austria,63506.40590078855,2012,4.194109655543952e-05,1514180865.9399998,AUT,AUT
Belgium,Austria,57983.13451264672,2012,3.829340062136562e-05,1514180865.9399998,BEL,AUT
Brazil,Austria,151835.88917933972,2012,0.00010027592647268089,1514180865.9399998,BRA,AUT
Canada,Austria,96435.52481460753,2012,6.368824688240965e-05,1514180865.9399998,CAN,AUT
China,Austria,4157111.212632114,2012,0.0027454522152156437,1514180865.9399998,CHN,AUT
Czech Republic,Austria,32450.82269895232,2012,2.1431272464803556e-05,1514180865.9399998,CZE,AUT
Finland,Austria,29395.2423817349,2012,1.941329668268289e-05,1514180865.9399998,FIN,AUT
France,Austria,129872.83185822425,2012,8.577101638224672e-05,1514180865.9399998,FRA,AUT
Germany,Austria,329120.71251019184,2012,0.0002173589165689757,1514180865.9399998,DEU,AUT
Greece,Austria,12854.565641125595,2012,8.489451907811232e-06,1514180865.9399998,GRC,AUT
India,Austria,371341.27441136364,2012,0.0002452423503455354,1514180865.9399998,IND,AUT
Indonesia,Austria,24610.30448938607,2012,1.62532132342777e-05,1514180865.9399998,IDN,AUT
Italy,Austria,184872.8555646329,2012,0.00012209430175956178,1514180865.9399998,ITA,AUT
Japan,Austria,812138.0660120656,2012,0.0005363547276816844,1514180865.9399998,JPN,AUT
Mexico,Austria,101865.29045644958,2012,6.727418946296872e-05,1514180865.9399998,MEX,AUT
Netherlands,Austria,58421.95421782692,2012,3.8583207285186973e-05,1514180865.9399998,NLD,AUT
Poland,Austria,50209.41434271353,2012,3.315945635830211e-05,1514180865.9399998,POL,AUT
RoW Africa,Austria,56781.83759599872,2012,3.750003640466602e-05,1514180865.9399998,RoW Africa,AUT
RoW America,Austria,62043.31974926961,2012,4.0974840684407455e-05,1514180865.9399998,RoW America,AUT
RoW Asia and Pacific,Austria,228584.4581525276,2012,0.00015096245322755608,1514180865.9399998,RoW Asia and Pacific,AUT
RoW EU27,Austria,71307.28775085586,2012,4.7092979019113726e-05,1514180865.9399998,RoW EU27,AUT
RoW Europe,Austria,146002.23421333742,2012,9.642324605832314e-05,1514180865.9399998,RoW Europe,AUT
RoW Middle East,Austria,85841.44012950362,2012,5.669166878305087e-05,1514180865.9399998,RoW Middle East,AUT
Russia,Austria,320785.2417353,2012,0.0002118539792379144,1514180865.9399998,RUS,AUT
Slovakia,Austria,38799.2707890034,2012,2.5623934142713464e-05,1514180865.9399998,SVK,AUT
South Korea,Austria,488265.0438133252,2012,0.00032246150694171627,1514180865.9399998,KOR,AUT
Spain,Austria,90931.21161422411,2012,6.005307137319704e-05,1514180865.9399998,ESP,AUT
Sweden,Austria,30801.780063596052,2012,2.0342206638884175e-05,1514180865.9399998,SWE,AUT
Taiwan,Austria,132875.6489493431,2012,8.775414611176863e-05,1514180865.9399998,TWN,AUT
United Kingdom,Austria,61884.40345970894,2012,4.086988869806597e-05,1514180865.9399998,GBR,AUT
United States,Austria,548924.9081936536,2012,0.0003625226817622493,1514180865.9399998,USA,AUT
Australia,Belgium,63773.77709111079,2012,4.211767466201614e-05,1514180865.9399998,AUS,BEL
Austria,Belgium,94532.60231310115,2012,6.243151293185542e-05,1514180865.9399998,AUT,BEL
Belgium,Belgium,86310.92542270721,2012,5.700172770914365e-05,1514180865.9399998,BEL,BEL
Brazil,Belgium,226015.65248423003,2012,0.00014926595466118248,1514180865.9399998,BRA,BEL
Canada,Belgium,143549.31965907727,2012,9.480328465910326e-05,1514180865.9399998,CAN,BEL
China,Belgium,6188077.256712868,2012,0.004086749077278377,1514180865.9399998,CHN,BEL
Czech Republic,Belgium,48304.746281254986,2012,3.1901569599657776e-05,1514180865.9399998,CZE,BEL
Finland,Belgium,43756.34774740005,2012,2.8897702204311115e-05,1514180865.9399998,FIN,BEL
France,Belgium,193322.4974695801,2012,0.00012767464034064779,1514180865.9399998,FRA,BEL
Germany,Belgium,489913.3767155141,2012,0.0003235501040434671,1514180865.9399998,DEU,BEL
Greece,Belgium,19134.693921328933,2012,1.2636993606077673e-05,1514180865.9399998,GRC,BEL
India,Belgium,552760.894477305,2012,0.0003650560556609282,1514180865.9399998,IND,BEL
Indonesia,Belgium,36633.72783360121,2012,2.4193759581593367e-05,1514180865.9399998,IDN,BEL
Italy,Belgium,275192.91019386146,2012,0.00018174375095079701,1514180865.9399998,ITA,BEL
Japan,Belgium,1208909.9493924407,2012,0.0007983920392772579,1514180865.9399998,JPN,BEL
Mexico,Belgium,151631.8057267688,2012,0.00010014114504916566,1514180865.9399998,MEX,BEL
Netherlands,Belgium,86964.12930237359,2012,5.743311863103386e-05,1514180865.9399998,NLD,BEL
Poland,Belgium,74739.33995239946,2012,4.93595855248121e-05,1514180865.9399998,POL,BEL
RoW Africa,Belgium,84522.73672259599,2012,5.582076660975668e-05,1514180865.9399998,RoW Africa,BEL
RoW America,Belgium,92354.72534616909,2012,6.099319270478002e-05,1514180865.9399998,RoW America,BEL
RoW Asia and Pacific,Belgium,340259.910631773,2012,0.00022471550016618422,1514180865.9399998,RoW Asia and Pacific,BEL
RoW EU27,Belgium,106144.62978596264,2012,7.010036394831097e-05,1514180865.9399998,RoW EU27,BEL
RoW Europe,Belgium,217331.95848387093,2012,0.00014353104267299783,1514180865.9399998,RoW Europe,BEL
RoW Middle East,Belgium,127779.47068413899,2012,8.438851233588519e-05,1514180865.9399998,RoW Middle East,BEL
Russia,Belgium,477505.5913002295,2012,0.0003153557161110969,1514180865.9399998,RUS,BEL
Slovakia,Belgium,57754.74110059606,2012,3.8142564339394194e-05,1514180865.9399998,SVK,BEL
South Korea,Belgium,726808.036584579,2012,0.00048000080633258985,1514180865.9399998,KOR,BEL
Spain,Belgium,135355.86585157228,2012,8.939213861188484e-05,1514180865.9399998,ESP,BEL
Sweden,Belgium,45850.05419708026,2012,3.028043427864653e-05,1514180865.9399998,SWE,BEL
Taiwan,Belgium,197792.34580558943,2012,0.00013062663137194011,1514180865.9399998,TWN,BEL
United Kingdom,Belgium,92118.16041170519,2012,6.0836959760760454e-05,1514180865.9399998,GBR,BEL
United States,Belgium,817103.4104027629,2012,0.000539633955746434,1514180865.9399998,USA,BEL
Australia,Brazil,85642.24808119415,2012,5.6560117755832063e-05,1514180865.9399998,AUS,BRA
Austria,Brazil,126948.48184304847,2012,8.383970812115577e-05,1514180865.9399998,AUT,BRA
Belgium,Brazil,115907.53381020112,2012,7.654801115073264e-05,1514180865.9399998,BEL,BRA
Brazil,Brazil,303517.97726311756,2012,0.00020045027915122567,1514180865.9399998,BRA,BRA
Canada,Brazil,192773.3749998062,2012,0.00012731198718465706,1514180865.9399998,CAN,BRA
China,Brazil,8310011.699868217,2012,0.00548812357017164,1514180865.9399998,CHN,BRA
Czech Republic,Brazil,64868.78027646174,2012,4.2840840044687365e-05,1514180865.9399998,CZE,BRA
Finland,Brazil,58760.70794040373,2012,3.8806928063990045e-05,1514180865.9399998,FIN,BRA
France,Brazil,259614.12010877446,2012,0.00017145515832919117,1514180865.9399998,FRA,BRA
Germany,Brazil,657908.0614334831,2012,0.00043449767212918477,1514180865.9399998,DEU,BRA
Greece,Brazil,25696.113113524003,2012,1.6970306316459704e-05,1514180865.9399998,GRC,BRA
India,Brazil,742306.422213996,2012,0.000490236297995467,1514180865.9399998,IND,BRA
Indonesia,Brazil,49195.68519601252,2012,3.2489966227034546e-05,1514180865.9399998,IDN,BRA
Italy,Brazil,369558.4566649512,2012,0.00024406493634796412,1514180865.9399998,ITA,BRA
Japan,Brazil,1623453.5257072067,2012,0.001072166187161116,1514180865.9399998,JPN,BRA
Mexico,Brazil,203627.40105594895,2012,0.0001344802365664141,1514180865.9399998,MEX,BRA
Netherlands,Brazil,116784.73203507913,2012,7.712733310929764e-05,1514180865.9399998,NLD,BRA
Poland,Brazil,100367.97726308554,2012,6.628532926334222e-05,1514180865.9399998,POL,BRA
RoW Africa,Brazil,113506.16122947237,2012,7.496208926072252e-05,1514180865.9399998,RoW Africa,BRA
RoW America,Brazil,124023.79934026279,2012,8.190818027757148e-05,1514180865.9399998,RoW America,BRA
RoW Asia and Pacific,Brazil,456937.3834426876,2012,0.00030177199680767465,1514180865.9399998,RoW Asia and Pacific,BRA
RoW EU27,Brazil,142542.35535643983,2012,9.413826218702736e-05,1514180865.9399998,RoW EU27,BRA
RoW Europe,Brazil,291856.5881681668,2012,0.00019274882857998798,1514180865.9399998,RoW Europe,BRA
RoW Middle East,Brazil,171595.92835501855,2012,0.00011332591252135008,1514180865.9399998,RoW Middle East,BRA
Russia,Brazil,641245.5599537975,2012,0.00042349337148420103,1514180865.9399998,RUS,BRA
Slovakia,Brazil,77559.23770611778,2012,5.122191110106863e-05,1514180865.9399998,SVK,BRA
South Korea,Brazil,976035.5314888597,2012,0.000644596397592793,1514180865.9399998,KOR,BRA
Spain,Brazil,181770.3241604981,2012,0.00012004531839573571,1514180865.9399998,ESP,BRA
Sweden,Brazil,61572.35744379885,2012,4.066380630531537e-05,1514180865.9399998,SWE,BRA
Taiwan,Brazil,265616.71075058274,2012,0.00017541940776387273,1514180865.9399998,TWN,BRA
United Kingdom,Brazil,123706.12021696143,2012,8.169837765065467e-05,1514180865.9399998,GBR,BRA
United States,Brazil,1097293.8203755976,2012,0.000724678170922732,1514180865.9399998,USA,BRA
Australia,Canada,77826.79432222249,2012,5.13986116671127e-05,1514180865.9399998,AUS,CAN
Austria,Canada,115363.54571640362,2012,7.618874885516811e-05,1514180865.9399998,AUT,CAN
Belgium,Canada,105330.16302148858,2012,6.956247129440503e-05,1514180865.9399998,BEL,CAN
Brazil,Canada,275819.8411583511,2012,0.00018215779063297224,1514180865.9399998,BRA,CAN
Canada,Canada,175181.45555850648,2012,0.00011569387746143144,1514180865.9399998,CAN,CAN
China,Canada,7551665.1226464035,2012,0.0049872939835086,1514180865.9399998,CHN,CAN
Czech Republic,Canada,58949.049383443045,2012,3.8931313100993134e-05,1514180865.9399998,CZE,CAN
Finland,Canada,53398.37973744463,2012,3.526552272491902e-05,1514180865.9399998,FIN,CAN
France,Canada,235922.5236435674,2012,0.00015580868108322534,1514180865.9399998,FRA,CAN
Germany,Canada,597869.354242418,2012,0.00039484672385637503,1514180865.9399998,DEU,CAN
Greece,Canada,23351.161122603076,2012,1.5421645886475214e-05,1514180865.9399998,GRC,CAN
India,Canada,674565.7802067796,2012,0.0004454988141644564,1514180865.9399998,IND,CAN
Indonesia,Canada,44706.232879002346,2012,2.9525028274114945e-05,1514180865.9399998,IDN,CAN
Italy,Canada,335833.66932460415,2012,0.00022179230822344292,1514180865.9399998,ITA,CAN
Japan,Canada,1475302.0532193382,2012,0.0009743235345293273,1514180865.9399998,JPN,CAN
Mexico,Canada,185044.98184269574,2012,0.00012220797792727374,1514180865.9399998,MEX,CAN
Netherlands,Canada,106127.30846028388,2012,7.00889245449554e-05,1514180865.9399998,NLD,CAN
Poland,Canada,91208.69810067916,2012,6.023632985485986e-05,1514180865.9399998,POL,CAN
RoW Africa,Canada,103147.931745665,2012,6.812127538121479e-05,1514180865.9399998,RoW Africa,CAN
